"","Year","Council","","Man / Boy","Woman / Girl","Identified in another way","Refused","16-34","35-59","60 plus","All"
"292","2013","Shetland Islands","Golf","5.2","1.3","-","-","5.7","2.3","2.4","3.2"
"293","2013","South Ayrshire","Golf","14.7","1.5","-","-","11.7","7.1","5.8","7.7"
"294","2013","South Lanarkshire","Golf","9.9","1.3","-","-","3.9","8","2.4","5.4"
"295","2013","Stirling","Golf","17.9","0.5","-","-","6.5","12.9","5.2","8.8"
"296","2013","West Dunbartonshire","Golf","10.8","0.4","-","-","-","10.4","2.6","5.3"
"297","2013","West Lothian","Golf","7.9","1.8","-","-","-","5.3","9.5","4.8"
"298","2013","Aberdeen City","Snooker / Billiards / Pool","14.3","2.7","-","-","12.9","8.1","1.3","8.4"
"299","2013","Aberdeenshire","Snooker / Billiards / Pool","8","1.8","-","-","7.1","6.8","-","4.9"
"300","2013","Angus","Snooker / Billiards / Pool","14.4","1.4","-","-","*","4.2","3.4","7.6"
"301","2013","Argyll & Bute","Snooker / Billiards / Pool","2.7","3.9","-","-","*","5.3","0.6","3.4"
"302","2013","Clackmannanshire","Snooker / Billiards / Pool","16.3","0.3","-","-","9.3","9.7","4.4","8"
"303","2013","Dumfries & Galloway","Snooker / Billiards / Pool","1.6","2.1","-","-","*","1.9","1.6","1.9"
"304","2013","Dundee City","Snooker / Billiards / Pool","16.6","-","-","-","9.2","11.2","1.6","7.9"
"305","2013","East Ayrshire","Snooker / Billiards / Pool","4","1.2","-","-","*","4.3","0.9","2.5"
"306","2013","East Dunbartonshire","Snooker / Billiards / Pool","12.7","1.5","-","-","*","3.5","-","6.8"
"307","2013","East Lothian","Snooker / Billiards / Pool","7.9","4.2","-","-","*","6.8","1.4","5.9"
"308","2013","East Renfrewshire","Snooker / Billiards / Pool","5.9","0.4","-","-","*","1.9","1.3","3"
"309","2013","Edinburgh, City of","Snooker / Billiards / Pool","8.4","1.1","-","-","8.1","3.3","1.4","4.7"
"310","2013","Falkirk","Snooker / Billiards / Pool","4.2","1.7","-","-","*","1.1","1.3","2.9"
"311","2013","Fife","Snooker / Billiards / Pool","9.9","2.3","-","-","11.4","3.8","3.8","5.9"
"312","2013","Glasgow City","Snooker / Billiards / Pool","10.7","2.5","-","-","10.5","4.4","3.1","6.4"
"313","2013","Highland","Snooker / Billiards / Pool","7.5","-","-","-","*","2.9","0.5","3.6"
"314","2013","Inverclyde","Snooker / Billiards / Pool","13.2","0.5","-","-","17.6","4","-","6.5"
"315","2013","Midlothian","Snooker / Billiards / Pool","15.6","5.7","-","-","*","7.9","0.5","10.4"
"316","2013","Moray","Snooker / Billiards / Pool","14.9","3","-","-","22.4","5.2","2.1","8.7"
"317","2013","Na h-Eileanan Siar","Snooker / Billiards / Pool","9","2.3","-","-","*","4.6","1.1","5.6"
"318","2013","North Ayrshire","Snooker / Billiards / Pool","8","3.7","-","-","8.7","6.1","2.6","5.7"
"319","2013","North Lanarkshire","Snooker / Billiards / Pool","10.7","0.8","-","-","10.1","5.1","0.8","5.5"
"320","2013","Orkney Islands","Snooker / Billiards / Pool","15.7","2.4","-","-","24.7","6.6","0.5","8.9"
"321","2013","Perth & Kinross","Snooker / Billiards / Pool","13.1","3.3","-","-","*","8.6","-","8"
"322","2013","Renfrewshire","Snooker / Billiards / Pool","12","1.2","-","-","11.9","5.1","2.9","6.3"
"323","2013","Scotland","Snooker / Billiards / Pool","9.7","1.9","-","-","10.5","5","1.5","5.6"
"324","2013","Scottish Borders","Snooker / Billiards / Pool","12.6","2","-","-","12.7","7.9","2.6","7.1"
"325","2013","Shetland Islands","Snooker / Billiards / Pool","11.3","3.3","-","-","21.6","3.3","-","7.3"
"326","2013","South Ayrshire","Snooker / Billiards / Pool","10.2","3.9","-","-","14.4","7.1","1.8","6.9"
"327","2013","South Lanarkshire","Snooker / Billiards / Pool","5.7","0.5","-","-","4.7","3.8","-","3"
"328","2013","Stirling","Snooker / Billiards / Pool","7.5","5.3","-","-","11.8","5.4","2","6.3"
"329","2013","West Dunbartonshire","Snooker / Billiards / Pool","16.7","1.4","-","-","13.9","8.9","2.6","8.6"
"330","2013","West Lothian","Snooker / Billiards / Pool","7.6","1.8","-","-","8.6","4.4","-","4.6"
"331","2013","Aberdeen City","Bowls","3.9","3.2","-","-","5.1","1.7","3.7","3.5"
"332","2013","Aberdeenshire","Bowls","5.4","2.9","-","-","1.6","2.6","8.8","4.1"
"333","2013","Angus","Bowls","2.4","2.7","-","-","*","1.3","5.7","2.6"
"334","2013","Argyll & Bute","Bowls","6.1","0.9","-","-","*","1.2","7.4","3.4"
"335","2013","Clackmannanshire","Bowls","4.4","2.1","-","-","1","3.8","4.5","3.2"
"336","2013","Dumfries & Galloway","Bowls","1.5","1.1","-","-","*","-","3.7","1.3"
"337","2013","Dundee City","Bowls","0.9","0.4","-","-","-","-","2.4","0.6"
"338","2013","East Ayrshire","Bowls","4.2","2.4","-","-","*","2.9","6.6","3.3"
"339","2013","East Dunbartonshire","Bowls","0.7","0.4","-","-","*","-","1.8","0.6"
"340","2013","East Lothian","Bowls","1.9","2.4","-","-","*","3.6","1.1","2.2"
"341","2013","East Renfrewshire","Bowls","3.5","1.8","-","-","*","-","8.9","2.6"
"342","2013","Edinburgh, City of","Bowls","2.3","1.9","-","-","1.6","1","4.5","2.1"
"343","2013","Falkirk","Bowls","1","2.1","-","-","*","-","5.6","1.6"
"344","2013","Fife","Bowls","0.8","2.1","-","-","1.8","-","3.3","1.5"
"345","2013","Glasgow City","Bowls","5.1","1.7","-","-","3.1","3.3","3.5","3.3"
"346","2013","Highland","Bowls","5","0.3","-","-","*","2.4","2","2.6"
"347","2013","Inverclyde","Bowls","6.3","3.7","-","-","5.6","1.8","8.9","4.9"
"348","2013","Midlothian","Bowls","2.1","1.7","-","-","*","2.9","-","1.9"
"349","2013","Moray","Bowls","3.4","1.6","-","-","3.1","1.5","3.4","2.5"
"350","2013","Na h-Eileanan Siar","Bowls","1.6","-","-","-","*","0.9","1.1","0.8"
"351","2013","North Ayrshire","Bowls","1.6","1.9","-","-","-","2.7","2","1.8"
"352","2013","North Lanarkshire","Bowls","1.8","2.3","-","-","4.1","-","3.3","2.1"
"353","2013","Orkney Islands","Bowls","2.7","0.7","-","-","-","2.3","2.1","1.7"
"354","2013","Perth & Kinross","Bowls","2.4","0.4","-","-","*","-","3.8","1.4"
"355","2013","Renfrewshire","Bowls","3.1","0.7","-","-","0.8","2.7","1.6","1.8"
"356","2013","Scotland","Bowls","3.4","1.8","-","-","2.2","1.5","4.5","2.6"
"357","2013","Scottish Borders","Bowls","3.4","2.9","-","-","-","2.7","5.5","3.1"
"358","2013","Shetland Islands","Bowls","0.5","5.3","-","-","2","2.8","3.9","2.9"
"359","2013","South Ayrshire","Bowls","5.2","2.7","-","-","1.1","2.5","7.2","3.9"
"360","2013","South Lanarkshire","Bowls","3.1","1.2","-","-","2.2","-","5.5","2.1"
"361","2013","Stirling","Bowls","1.5","2.7","-","-","-","-","7.3","2.1"
"362","2013","West Dunbartonshire","Bowls","8.1","1","-","-","4.3","2.6","7.1","4.3"
"363","2013","West Lothian","Bowls","9.5","2.7","-","-","9.4","2.1","9.4","6"
"364","2013","Aberdeen City","Other","6.5","13.5","-","-","10.3","12.6","5.8","10.1"
"365","2013","Aberdeenshire","Other","12.2","6.1","-","-","12.1","9","6.7","9.1"
"366","2013","Angus","Other","10.5","6.2","-","-","*","13","7.2","8.2"
"367","2013","Argyll & Bute","Other","16","8.3","-","-","*","14","9.2","12"
"368","2013","Clackmannanshire","Other","13.2","6","-","-","11.9","11.8","3.8","9.5"
"369","2013","Dumfries & Galloway","Other","12.6","3.8","-","-","*","6.7","4.2","8"
"370","2013","Dundee City","Other","11","14.4","-","-","28.3","3.5","3.9","12.8"
"371","2013","East Ayrshire","Other","4.9","6.3","-","-","*","3.9","8.4","5.7"
"372","2013","East Dunbartonshire","Other","22.4","9","-","-","*","16.2","12.6","15.4"
"373","2013","East Lothian","Other","15.4","7.1","-","-","*","11.9","3.5","11"
"374","2013","East Renfrewshire","Other","23.7","10","-","-","*","15.8","5.4","16.4"
"375","2013","Edinburgh, City of","Other","16.2","12.4","-","-","17.7","14.9","7.8","14.3"
"376","2013","Falkirk","Other","4.4","6.8","-","-","*","4.6","6.2","5.7"
"377","2013","Fife","Other","11.1","7.7","-","-","14.3","9.4","4.6","9.3"
"378","2013","Glasgow City","Other","7.2","6.4","-","-","9.3","6.7","2.5","6.8"
"379","2013","Highland","Other","18.7","11.3","-","-","*","13.1","7.2","14.9"
"380","2013","Inverclyde","Other","4.2","8.7","-","-","6.5","5.1","8.9","6.6"
"381","2013","Midlothian","Other","12.4","7.1","-","-","*","13","4","9.6"
"382","2013","Moray","Other","17.2","7","-","-","14.7","14.3","6.3","11.9"
"383","2013","Na h-Eileanan Siar","Other","14.7","6.9","-","-","*","11","4.9","10.7"
"384","2013","North Ayrshire","Other","12","7.1","-","-","10","10.2","7.6","9.4"
"385","2013","North Lanarkshire","Other","5.7","3.1","-","-","4.6","5.3","2.3","4.3"
"386","2013","Orkney Islands","Other","29.3","24.6","-","-","25.2","23.8","31.8","26.9"
"387","2013","Perth & Kinross","Other","8.1","12","-","-","*","9.4","6.1","10.1"
"388","2013","Renfrewshire","Other","11.5","6.1","-","-","10.3","11","4","8.6"
"389","2013","Scotland","Other","11.6","8","-","-","13.7","9.8","5.4","9.7"
"390","2013","Scottish Borders","Other","15.3","7.2","-","-","10.2","13.9","8.2","11.1"
"391","2013","Shetland Islands","Other","18","12.5","-","-","18.4","19.1","5.8","15.3"
"392","2013","South Ayrshire","Other","8.2","8.1","-","-","11.8","9.6","4.2","8.1"
"393","2013","South Lanarkshire","Other","12","5.4","-","-","16.2","9.1","-","8.5"
"394","2013","Stirling","Other","22.5","11.9","-","-","23.7","15.6","11.9","16.9"
"395","2013","West Dunbartonshire","Other","8.3","2.9","-","-","4.7","8.2","1.8","5.4"
"396","2013","West Lothian","Other","10.5","5.7","-","-","17.9","5.6","0.7","8"
"397","2013","Aberdeen City","None","20","27.5","-","-","14","21.4","43.7","23.8"
"398","2013","Aberdeenshire","None","17.3","22.1","-","-","23.9","11.9","28.1","19.7"
"399","2013","Angus","None","22.1","25.4","-","-","*","23.5","29.9","23.8"
"400","2013","Argyll & Bute","None","22.5","31","-","-","*","22.9","37.6","26.9"
"401","2013","Clackmannanshire","None","18.1","25.4","-","-","6.9","14.9","46.2","21.8"
"402","2013","Dumfries & Galloway","None","32.4","16.9","-","-","*","17.6","38.8","24.3"
"403","2013","Dundee City","None","20.3","22.9","-","-","6.2","18.9","46.7","21.7"
"404","2013","East Ayrshire","None","27.3","26.9","-","-","*","16.7","51.3","27.1"
"405","2013","East Dunbartonshire","None","18.2","23.5","-","-","*","18.1","33.4","21"
"406","2013","East Lothian","None","19.6","25","-","-","*","13.6","45.1","22.4"
"407","2013","East Renfrewshire","None","7.4","23.2","-","-","*","8.8","30.9","15.8"
"408","2013","Edinburgh, City of","None","11.8","19.9","-","-","10.2","12.2","31.1","16"
"409","2013","Falkirk","None","20.1","25","-","-","*","20.8","43.1","22.6"
"410","2013","Fife","None","23.5","25.7","-","-","13.6","21.8","39.2","24.6"
"411","2013","Glasgow City","None","20.9","28.4","-","-","12.1","27","43.3","24.8"
"412","2013","Highland","None","14.4","20.6","-","-","*","10.2","37.8","17.6"
"413","2013","Inverclyde","None","24.4","30.9","-","-","11.6","28.3","41.8","27.8"
"414","2013","Midlothian","None","26.1","30.3","-","-","*","25","47.3","28.3"
"415","2013","Moray","None","13.6","20.9","-","-","4.8","12.9","34.3","17.3"
"416","2013","Na h-Eileanan Siar","None","21.1","28.2","-","-","*","17","42.8","24.7"
"417","2013","North Ayrshire","None","17.7","27.5","-","-","14.8","14","43.2","22.9"
"418","2013","North Lanarkshire","None","20.6","28.4","-","-","10.1","18.2","52.7","24.7"
"419","2013","Orkney Islands","None","17.1","17.4","-","-","1.8","16.6","28.9","17.2"
"420","2013","Perth & Kinross","None","14.3","17","-","-","*","11.3","29.8","15.7"
"421","2013","Renfrewshire","None","20.8","32.9","-","-","12.2","21.9","48.3","27.2"
"422","2013","Scotland","None","19.1","24.5","-","-","10.5","18.4","38.9","21.9"
"423","2013","Scottish Borders","None","15.4","20.5","-","-","7.4","17.8","24.7","18"
"424","2013","Shetland Islands","None","21.9","13.3","-","-","2.7","12.1","41.3","17.7"
"425","2013","South Ayrshire","None","23.5","21.4","-","-","6.3","21","34.3","22.4"
"426","2013","South Lanarkshire","None","21.2","22.1","-","-","7.2","19","40.2","21.7"
"427","2013","Stirling","None","8.5","12.8","-","-","2.5","7.8","23.5","10.7"
"428","2013","West Dunbartonshire","None","19","30.3","-","-","12.6","19.1","47.1","25"
"429","2013","West Lothian","None","14.5","28.1","-","-","3.9","24.3","37.5","21.5"
"430","2013","Aberdeen City","Any sport incl. walking","80","72.5","-","-","86","78.6","56.3","76.2"
"431","2013","Aberdeenshire","Any sport incl. walking","82.7","77.9","-","-","76.1","88.1","71.9","80.3"
"432","2013","Angus","Any sport incl. walking","77.9","74.6","-","-","*","76.5","70.1","76.2"
"433","2013","Argyll & Bute","Any sport incl. walking","77.5","69","-","-","*","77.1","62.4","73.1"
"434","2013","Clackmannanshire","Any sport incl. walking","81.9","74.6","-","-","93.1","85.1","53.8","78.2"
"435","2013","Dumfries & Galloway","Any sport incl. walking","67.6","83.1","-","-","*","82.4","61.2","75.7"
"436","2013","Dundee City","Any sport incl. walking","79.7","77.1","-","-","93.8","81.1","53.3","78.3"
"437","2013","East Ayrshire","Any sport incl. walking","72.7","73.1","-","-","*","83.3","48.7","72.9"
"438","2013","East Dunbartonshire","Any sport incl. walking","81.8","76.5","-","-","*","81.9","66.6","79"
"439","2013","East Lothian","Any sport incl. walking","80.4","75","-","-","*","86.4","54.9","77.6"
"440","2013","East Renfrewshire","Any sport incl. walking","92.6","76.8","-","-","*","91.2","69.1","84.2"
"441","2013","Edinburgh, City of","Any sport incl. walking","88.2","80.1","-","-","89.8","87.8","68.9","84"
"442","2013","Falkirk","Any sport incl. walking","79.9","75","-","-","*","79.2","56.9","77.4"
"443","2013","Fife","Any sport incl. walking","76.5","74.3","-","-","86.4","78.2","60.8","75.4"
"444","2013","Glasgow City","Any sport incl. walking","79.1","71.6","-","-","87.9","73","56.7","75.2"
"445","2013","Highland","Any sport incl. walking","85.6","79.4","-","-","*","89.8","62.2","82.4"
"446","2013","Inverclyde","Any sport incl. walking","75.6","69.1","-","-","88.4","71.7","58.2","72.2"
"447","2013","Midlothian","Any sport incl. walking","73.9","69.7","-","-","*","75","52.7","71.7"
"448","2013","Moray","Any sport incl. walking","86.4","79.1","-","-","95.2","87.1","65.7","82.7"
"449","2013","Na h-Eileanan Siar","Any sport incl. walking","78.9","71.8","-","-","*","83","57.2","75.3"
"450","2013","North Ayrshire","Any sport incl. walking","82.3","72.5","-","-","85.2","86","56.8","77.1"
"451","2013","North Lanarkshire","Any sport incl. walking","79.4","71.6","-","-","89.9","81.8","47.3","75.3"
"452","2013","Orkney Islands","Any sport incl. walking","82.9","82.6","-","-","98.2","83.4","71.1","82.8"
"453","2013","Perth & Kinross","Any sport incl. walking","85.7","83","-","-","*","88.7","70.2","84.3"
"454","2013","Renfrewshire","Any sport incl. walking","79.2","67.1","-","-","87.8","78.1","51.7","72.8"
"455","2013","Scotland","Any sport incl. walking","80.9","75.5","-","-","89.5","81.6","61.1","78.1"
"456","2013","Scottish Borders","Any sport incl. walking","84.6","79.5","-","-","92.6","82.2","75.3","82"
"457","2013","Shetland Islands","Any sport incl. walking","78.1","86.7","-","-","97.3","87.9","58.7","82.3"
"458","2013","South Ayrshire","Any sport incl. walking","76.5","78.6","-","-","93.7","79","65.7","77.6"
"459","2013","South Lanarkshire","Any sport incl. walking","78.8","77.9","-","-","92.8","81","59.8","78.3"
"460","2013","Stirling","Any sport incl. walking","91.5","87.2","-","-","97.5","92.2","76.5","89.3"
"461","2013","West Dunbartonshire","Any sport incl. walking","81","69.7","-","-","87.4","80.9","52.9","75"
"462","2013","West Lothian","Any sport incl. walking","85.5","71.9","-","-","96.1","75.7","62.5","78.5"
"463","2013","Aberdeen City","Any sport excl. walking","57.2","52","-","-","69.8","52.8","32.3","54.6"
"464","2013","Aberdeenshire","Any sport excl. walking","50","46.5","-","-","53.2","51","39.6","48.2"
"465","2013","Angus","Any sport excl. walking","59.5","48","-","-","*","58.2","40.4","53.5"
"466","2013","Argyll & Bute","Any sport excl. walking","61","38.5","-","-","*","56.1","38","49.3"
"467","2013","Clackmannanshire","Any sport excl. walking","63.4","47.2","-","-","69.3","61.6","31.9","55.1"
"468","2013","Dumfries & Galloway","Any sport excl. walking","38.9","40.3","-","-","*","45.8","23.5","39.6"
"469","2013","Dundee City","Any sport excl. walking","58.7","45.4","-","-","78.5","44.9","23.9","51.7"
"470","2013","East Ayrshire","Any sport excl. walking","52.1","38.1","-","-","*","51.8","26.2","44.8"
"471","2013","East Dunbartonshire","Any sport excl. walking","66.6","49.2","-","-","*","55.1","41.3","57.5"
"472","2013","East Lothian","Any sport excl. walking","61.9","51","-","-","*","64.5","28.2","56.2"
"473","2013","East Renfrewshire","Any sport excl. walking","70.4","48.1","-","-","*","53.1","45.3","58.5"
"474","2013","Edinburgh, City of","Any sport excl. walking","67.6","52.8","-","-","73.5","62.6","34.6","60"
"475","2013","Falkirk","Any sport excl. walking","56.3","45.2","-","-","*","47","30.2","50.6"
"476","2013","Fife","Any sport excl. walking","54.9","42.9","-","-","64.7","50.7","30.7","48.7"
"477","2013","Glasgow City","Any sport excl. walking","56.3","41.7","-","-","65.9","43.9","26.8","48.7"
"478","2013","Highland","Any sport excl. walking","62.2","47.8","-","-","*","59.6","30.5","54.8"
"479","2013","Inverclyde","Any sport excl. walking","55","41.9","-","-","80.5","40.8","29.4","48.1"
"480","2013","Midlothian","Any sport excl. walking","54","49","-","-","*","51","25.2","51.4"
"481","2013","Moray","Any sport excl. walking","63.5","49.2","-","-","83.4","59.6","27.6","56.1"
"482","2013","Na h-Eileanan Siar","Any sport excl. walking","52.3","42.1","-","-","*","45.4","27.8","47.1"
"483","2013","North Ayrshire","Any sport excl. walking","60.1","44.5","-","-","76.6","50.4","32.6","51.8"
"484","2013","North Lanarkshire","Any sport excl. walking","53.6","42.3","-","-","67","51.5","18.9","47.7"
"485","2013","Orkney Islands","Any sport excl. walking","67.1","54.1","-","-","81.8","57.5","49","60.5"
"486","2013","Perth & Kinross","Any sport excl. walking","64","52.4","-","-","*","61.8","34.2","58"
"487","2013","Renfrewshire","Any sport excl. walking","61.8","43.8","-","-","73.7","57.2","25.9","52.4"
"488","2013","Scotland","Any sport excl. walking","58.3","45.9","-","-","69.9","53.2","31","51.8"
"489","2013","Scottish Borders","Any sport excl. walking","64.5","44.9","-","-","62","61.7","40.7","54.3"
