"","Year","Council","Rating","20% most deprived","2","3","4","20% least deprived","All"
"377","2013","Fife","Fairly poor","11.8","1.4","3.4","2.1","1","3.8"
"378","2013","Glasgow City","Fairly poor","11.2","7.3","2.7","0.8","-","7.1"
"379","2013","Highland","Fairly poor","*","1.3","1","1.5","*","1.6"
"380","2013","Inverclyde","Fairly poor","5.6","*","*","*","*","2.4"
"381","2013","Midlothian","Fairly poor","*","12.9","2.8","3.3","*","6.5"
"382","2013","Moray","Fairly poor","*","*","1.5","-","*","2.1"
"383","2013","Na-h Eileanan Siar","Fairly poor","-","0.6","1.8","*","-","1.4"
"384","2013","North Ayrshire","Fairly poor","19.3","15.9","*","*","*","10.3"
"385","2013","North Lanarkshire","Fairly poor","9.9","5","3.9","*","*","5.3"
"386","2013","Orkney Islands","Fairly poor","-","1.4","*","-","*","0.3"
"387","2013","Perth & Kinross","Fairly poor","*","*","*","-","-","2.4"
"388","2013","Renfrewshire","Fairly poor","6.3","4.2","2.1","*","*","3.1"
"389","2013","Scotland","Fairly poor","10.6","4.5","2.8","2","0.6","4.1"
"390","2013","Scottish Borders","Fairly poor","*","*","4.3","-","*","2.7"
"391","2013","Shetland Islands","Fairly poor","-","*","4.3","-","*","1.7"
"392","2013","South Ayrshire","Fairly poor","*","3.2","3.6","*","1.9","4.4"
"393","2013","South Lanarkshire","Fairly poor","6.3","4.3","0.4","3.1","-","2.8"
"394","2013","Stirling","Fairly poor","*","3.9","*","-","-","3"
"395","2013","West Dunbartonshire","Fairly poor","6.2","2.7","4.2","*","*","3.9"
"396","2013","West Lothian","Fairly poor","*","5.4","-","*","*","3.2"
"397","2013","Aberdeen City","Very poor","*","7.4","1.4","*","-","3.1"
"398","2013","Aberdeenshire","Very poor","*","*","-","-","-","-"
"399","2013","Angus","Very poor","*","*","-","-","*","-"
"400","2013","Argyll & Bute","Very poor","*","*","1.3","-","*","1.2"
"401","2013","Clackmannanshire","Very poor","8.1","1.3","-","*","*","2.7"
"402","2013","Dumfries & Galloway","Very poor","*","-","1.1","-","*","1.6"
"403","2013","Dundee City","Very poor","1.8","-","*","*","*","0.8"
"404","2013","East Ayrshire","Very poor","3.6","1.5","*","*","*","1.5"
"405","2013","East Dunbartonshire","Very poor","*","*","*","*","-","-"
"406","2013","East Lothian","Very poor","*","-","*","-","*","0.7"
"407","2013","East Renfrewshire","Very poor","*","*","*","*","-","-"
"408","2013","Edinburgh, City of","Very poor","1.4","0.6","0.5","-","-","0.3"
"409","2013","Falkirk","Very poor","*","-","*","*","*","0.5"
"410","2013","Fife","Very poor","2","2.8","-","1.1","-","1.2"
"411","2013","Glasgow City","Very poor","5.8","2.2","-","-","-","3.2"
"412","2013","Highland","Very poor","*","1.9","2","-","*","1"
"413","2013","Inverclyde","Very poor","4.9","*","*","*","*","2.7"
"414","2013","Midlothian","Very poor","*","-","0.7","-","*","0.4"
"415","2013","Moray","Very poor","*","*","1","-","*","1.7"
"416","2013","Na-h Eileanan Siar","Very poor","-","1.5","-","*","-","0.5"
"417","2013","North Ayrshire","Very poor","3.4","-","*","*","*","1.2"
"418","2013","North Lanarkshire","Very poor","6.8","1.9","0.6","*","*","2.8"
"419","2013","Orkney Islands","Very poor","-","-","*","-","*","-"
"420","2013","Perth & Kinross","Very poor","*","*","*","-","-","-"
"421","2013","Renfrewshire","Very poor","8.3","1.4","2.4","*","*","2.9"
"422","2013","Scotland","Very poor","4.8","1.8","0.8","0.2","0","1.5"
"423","2013","Scottish Borders","Very poor","*","*","-","2.2","*","0.9"
"424","2013","Shetland Islands","Very poor","-","*","1.5","-","*","0.6"
"425","2013","South Ayrshire","Very poor","*","1.3","1.3","*","-","0.8"
"426","2013","South Lanarkshire","Very poor","7.7","4.7","2.8","1.1","-","3.4"
"427","2013","Stirling","Very poor","*","-","*","-","-","0.3"
"428","2013","West Dunbartonshire","Very poor","4.6","1.5","1.5","*","*","2.4"
"429","2013","West Lothian","Very poor","*","0.9","-","*","*","0.6"
"430","2013","Aberdeen City","No opinion","*","1.1","-","*","0.7","0.5"
"431","2013","Aberdeenshire","No opinion","*","*","-","0.4","-","0.3"
"432","2013","Angus","No opinion","*","*","-","1.3","*","0.7"
"433","2013","Argyll & Bute","No opinion","*","*","-","-","*","-"
"434","2013","Clackmannanshire","No opinion","-","-","-","*","*","-"
"435","2013","Dumfries & Galloway","No opinion","*","4","4.7","-","*","2.7"
"436","2013","Dundee City","No opinion","-","-","*","*","*","0.2"
"437","2013","East Ayrshire","No opinion","-","-","*","*","*","-"
"438","2013","East Dunbartonshire","No opinion","*","*","*","*","-","0.3"
"439","2013","East Lothian","No opinion","*","-","*","-","*","-"
"440","2013","East Renfrewshire","No opinion","*","*","*","*","-","-"
"441","2013","Edinburgh, City of","No opinion","-","0.6","-","-","0.4","0.3"
"442","2013","Falkirk","No opinion","*","1.4","*","*","*","0.6"
"443","2013","Fife","No opinion","1.3","1.1","-","-","-","0.5"
"444","2013","Glasgow City","No opinion","0.2","0.3","-","-","-","0.1"
"445","2013","Highland","No opinion","*","-","-","-","*","-"
"446","2013","Inverclyde","No opinion","-","*","*","*","*","-"
"447","2013","Midlothian","No opinion","*","-","-","-","*","-"
"448","2013","Moray","No opinion","*","*","-","-","*","-"
"449","2013","Na-h Eileanan Siar","No opinion","-","-","-","*","-","-"
"450","2013","North Ayrshire","No opinion","-","-","*","*","*","-"
"451","2013","North Lanarkshire","No opinion","0.4","-","-","*","*","0.1"
"452","2013","Orkney Islands","No opinion","-","1","*","-","*","0.2"
"453","2013","Perth & Kinross","No opinion","*","*","*","0.8","-","0.3"
"454","2013","Renfrewshire","No opinion","-","-","1","*","*","0.2"
"455","2013","Scotland","No opinion","0.4","0.4","0.5","0.1","0.2","0.3"
"456","2013","Scottish Borders","No opinion","*","*","-","-","*","-"
"457","2013","Shetland Islands","No opinion","-","*","0.4","-","*","0.2"
"458","2013","South Ayrshire","No opinion","*","0.8","-","*","-","0.2"
"459","2013","South Lanarkshire","No opinion","1.2","-","2.5","-","-","0.8"
"460","2013","Stirling","No opinion","*","-","*","-","-","-"
"461","2013","West Dunbartonshire","No opinion","0.9","-","-","*","*","0.3"
"462","2013","West Lothian","No opinion","*","-","-","*","*","-"
"463","2013","Aberdeen City","All","100","100","100","100","100","100"
"464","2013","Aberdeenshire","All","100","100","100","100","100","100"
"465","2013","Angus","All","100","100","100","100","100","100"
"466","2013","Argyll & Bute","All","100","100","100","100","100","100"
"467","2013","Clackmannanshire","All","100","100","100","100","100","100"
"468","2013","Dumfries & Galloway","All","100","100","100","100","100","100"
"469","2013","Dundee City","All","100","100","100","100","100","100"
"470","2013","East Ayrshire","All","100","100","100","100","100","100"
"471","2013","East Dunbartonshire","All","100","100","100","100","100","100"
"472","2013","East Lothian","All","100","100","100","100","100","100"
"473","2013","East Renfrewshire","All","100","100","100","100","100","100"
"474","2013","Edinburgh, City of","All","100","100","100","100","100","100"
"475","2013","Falkirk","All","100","100","100","100","100","100"
"476","2013","Fife","All","100","100","100","100","100","100"
"477","2013","Glasgow City","All","100","100","100","100","100","100"
"478","2013","Highland","All","100","100","100","100","100","100"
"479","2013","Inverclyde","All","100","100","100","100","100","100"
"480","2013","Midlothian","All","100","100","100","100","100","100"
"481","2013","Moray","All","100","100","100","100","100","100"
"482","2013","Na-h Eileanan Siar","All","-","100","100","100","-","100"
"483","2013","North Ayrshire","All","100","100","100","100","100","100"
"484","2013","North Lanarkshire","All","100","100","100","100","100","100"
"485","2013","Orkney Islands","All","-","100","100","100","100","100"
"486","2013","Perth & Kinross","All","100","100","100","100","100","100"
"487","2013","Renfrewshire","All","100","100","100","100","100","100"
"488","2013","Scotland","All","100","100","100","100","100","100"
"489","2013","Scottish Borders","All","100","100","100","100","100","100"
"490","2013","Shetland Islands","All","-","100","100","100","100","100"
"491","2013","South Ayrshire","All","100","100","100","100","100","100"
"492","2013","South Lanarkshire","All","100","100","100","100","100","100"
"493","2013","Stirling","All","100","100","100","100","100","100"
"494","2013","West Dunbartonshire","All","100","100","100","100","100","100"
"495","2013","West Lothian","All","100","100","100","100","100","100"
"496","2013","Aberdeen City","Base","40","70","50","40","110","310"
"497","2013","Aberdeenshire","Base","10","20","80","100","90","300"
"498","2013","Angus","Base","20","40","60","70","30","220"
"499","2013","Argyll & Bute","Base","30","40","90","70","20","250"
"500","2013","Clackmannanshire","Base","70","60","60","50","40","280"
"501","2013","Dumfries & Galloway","Base","20","50","90","60","20","230"
"502","2013","Dundee City","Base","100","50","20","30","40","250"
"503","2013","East Ayrshire","Base","50","70","20","20","30","190"
"504","2013","East Dunbartonshire","Base","10","50","20","50","130","250"
"505","2013","East Lothian","Base","10","60","50","70","40","230"
"506","2013","East Renfrewshire","Base","20","30","20","40","140","260"
"507","2013","Edinburgh, City of","Base","90","110","120","120","320","750"
"508","2013","Falkirk","Base","30","70","40","50","40","240"
"509","2013","Fife","Base","100","110","110","100","90","510"
"510","2013","Glasgow City","Base","470","160","120","100","70","910"
"511","2013","Highland","Base","30","60","90","90","20","300"
"512","2013","Inverclyde","Base","120","30","30","30","30","250"
"513","2013","Midlothian","Base","20","70","50","60","40","240"
"514","2013","Moray","Base","0","30","100","90","30","250"
"515","2013","Na-h Eileanan Siar","Base","-","100","170","10","-","280"
"516","2013","North Ayrshire","Base","100","60","30","40","30","240"
"517","2013","North Lanarkshire","Base","150","120","80","50","30","430"
"518","2013","Orkney Islands","Base","-","60","50","160","10","280"
"519","2013","Perth & Kinross","Base","20","30","40","110","60","270"
"520","2013","Renfrewshire","Base","80","50","60","40","50","270"
"521","2013","Scotland","Base","1890","2020","2150","2100","1760","9920"
"522","2013","Scottish Borders","Base","10","40","90","100","10","250"
"523","2013","Shetland Islands","Base","-","10","100","140","20","260"
"524","2013","South Ayrshire","Base","40","70","50","30","60","250"
"525","2013","South Lanarkshire","Base","90","100","90","60","70","420"
"526","2013","Stirling","Base","20","50","30","80","60","240"
"527","2013","West Dunbartonshire","Base","100","80","60","20","10","270"
"528","2013","West Lothian","Base","50","70","50","50","40","250"
"529","2014","Aberdeen City","Very/fairly good","*","92.6","97.8","*","98.6","94.7"
"530","2014","Aberdeenshire","Very/fairly good","*","*","96.4","96.8","97.6","96"
"531","2014","Angus","Very/fairly good","*","89.7","86.3","97.4","*","92.5"
"532","2014","Argyll & Bute","Very/fairly good","*","98.6","97.6","96.7","*","97"
"533","2014","Clackmannanshire","Very/fairly good","88.4","91.3","96.4","*","*","94"
"534","2014","Dumfries & Galloway","Very/fairly good","*","95.2","98.6","97.9","*","97.7"
"535","2014","Dundee City","Very/fairly good","74.6","95","*","*","*","87.9"
"536","2014","East Ayrshire","Very/fairly good","77","96","*","*","*","91.4"
"537","2014","East Dunbartonshire","Very/fairly good","*","*","*","*","100","98.9"
"538","2014","East Lothian","Very/fairly good","*","*","*","98.4","*","98.1"
"539","2014","East Renfrewshire","Very/fairly good","*","*","*","*","99.2","96.6"
"540","2014","Edinburgh, City of","Very/fairly good","73","90","96.9","94.3","98.8","93.3"
"541","2014","Falkirk","Very/fairly good","*","92.9","98.7","*","*","95.8"
"542","2014","Fife","Very/fairly good","83.6","91","97.8","95.9","96.6","93.1"
"543","2014","Glasgow City","Very/fairly good","86","92.9","95.8","99.5","97.8","91"
"544","2014","Highland","Very/fairly good","*","100","91.7","99.5","*","97"
"545","2014","Inverclyde","Very/fairly good","94.5","*","*","*","*","96.8"
"546","2014","Midlothian","Very/fairly good","*","88.1","*","*","*","95.1"
"547","2014","Moray","Very/fairly good","*","*","96.9","98.3","*","96.9"
"548","2014","Na-h Eileanan Siar","Very/fairly good","-","95.8","95.5","*","-","95.7"
"549","2014","North Ayrshire","Very/fairly good","94.4","94.9","*","*","*","96.1"
"550","2014","North Lanarkshire","Very/fairly good","90.9","86.8","96","98.3","*","92.8"
"551","2014","Orkney Islands","Very/fairly good","-","100","*","98.5","*","99.1"
"552","2014","Perth & Kinross","Very/fairly good","*","*","*","100","99.1","98.2"
"553","2014","Renfrewshire","Very/fairly good","80.3","*","*","*","*","93.6"
"554","2014","Scotland","Very/fairly good","85.8","92.9","96.4","97.9","98.8","94.4"
"555","2014","Scottish Borders","Very/fairly good","*","*","96.6","99.6","*","98.1"
"556","2014","Shetland Islands","Very/fairly good","-","*","95.3","100","*","98.3"
"557","2014","South Ayrshire","Very/fairly good","*","91.9","*","*","*","93"
"558","2014","South Lanarkshire","Very/fairly good","90.5","91.9","95.1","98.7","97.3","94.4"
"559","2014","Stirling","Very/fairly good","*","95.6","*","91.9","99.4","95.3"
"560","2014","West Dunbartonshire","Very/fairly good","86.6","96.6","98.8","*","*","93.9"
"561","2014","West Lothian","Very/fairly good","*","91.3","*","*","*","96"
"562","2014","Aberdeen City","Very good","*","52.9","54","*","74.7","61.4"
"563","2014","Aberdeenshire","Very good","*","*","64.9","66.8","79.8","66.3"
"564","2014","Angus","Very good","*","25.4","54.8","62.5","*","53.3"
"565","2014","Argyll & Bute","Very good","*","41.9","75.4","80.6","*","62.4"
"566","2014","Clackmannanshire","Very good","37.7","35.3","43.1","*","*","48"
"567","2014","Dumfries & Galloway","Very good","*","59.9","66.7","69.3","*","67"
"568","2014","Dundee City","Very good","20.8","30.9","*","*","*","38.1"
"569","2014","East Ayrshire","Very good","28.2","47.2","*","*","*","52"
"570","2014","East Dunbartonshire","Very good","*","*","*","*","88.5","70.8"
"571","2014","East Lothian","Very good","*","*","*","82.2","*","70.4"
"572","2014","East Renfrewshire","Very good","*","*","*","*","80.1","71.4"
"573","2014","Edinburgh, City of","Very good","20.8","31.4","24.1","51.6","65.1","46.4"
"574","2014","Falkirk","Very good","*","38.7","45","*","*","50.4"
"575","2014","Fife","Very good","24.4","44.6","55.5","76.8","80.7","56"
"576","2014","Glasgow City","Very good","29.9","40.1","58.2","57.6","78","42.2"
"577","2014","Highland","Very good","*","65.2","66.1","81.4","*","70"
"578","2014","Inverclyde","Very good","40.1","*","*","*","*","55.9"
"579","2014","Midlothian","Very good","*","51.4","*","*","*","56.8"
"580","2014","Moray","Very good","*","*","57.5","72.2","*","62.6"
"581","2014","Na-h Eileanan Siar","Very good","-","81.8","81.2","*","-","81.7"
"582","2014","North Ayrshire","Very good","21.8","41.6","*","*","*","46.4"
"583","2014","North Lanarkshire","Very good","30.8","46.7","58.4","73.1","*","50.1"
"584","2014","Orkney Islands","Very good","-","70.1","*","84.4","*","80.1"
"585","2014","Perth & Kinross","Very good","*","*","*","71.7","84.8","68.3"
"586","2014","Renfrewshire","Very good","23","*","*","*","*","58"
"587","2014","Scotland","Very good","29.7","46","56.7","70.9","75.8","55.8"
"588","2014","Scottish Borders","Very good","*","*","67.6","75.1","*","64.6"
"589","2014","Shetland Islands","Very good","-","*","76.5","71.6","*","74.6"
"590","2014","South Ayrshire","Very good","*","52.3","*","*","*","60.9"
"591","2014","South Lanarkshire","Very good","38","48.8","54.4","72.2","72.8","55.9"
"592","2014","Stirling","Very good","*","50.3","*","77.5","80","61.8"
"593","2014","West Dunbartonshire","Very good","30.3","47.5","65.3","*","*","46.4"
"594","2014","West Lothian","Very good","*","49.7","*","*","*","60.8"
"595","2014","Aberdeen City","Fairly good","*","39.8","43.7","*","23.9","33.2"
"596","2014","Aberdeenshire","Fairly good","*","*","31.5","29.9","17.9","29.7"
"597","2014","Angus","Fairly good","*","64.3","31.5","35","*","39.2"
"598","2014","Argyll & Bute","Fairly good","*","56.7","22.2","16.1","*","34.6"
"599","2014","Clackmannanshire","Fairly good","50.7","55.9","53.3","*","*","46"
"600","2014","Dumfries & Galloway","Fairly good","*","35.3","31.9","28.7","*","30.7"
"601","2014","Dundee City","Fairly good","53.9","64.1","*","*","*","49.8"
"602","2014","East Ayrshire","Fairly good","48.8","48.8","*","*","*","39.4"
"603","2014","East Dunbartonshire","Fairly good","*","*","*","*","11.5","28.1"
"604","2014","East Lothian","Fairly good","*","*","*","16.2","*","27.7"
"605","2014","East Renfrewshire","Fairly good","*","*","*","*","19.1","25.2"
"606","2014","Edinburgh, City of","Fairly good","52.2","58.7","72.8","42.7","33.7","46.9"
"607","2014","Falkirk","Fairly good","*","54.1","53.7","*","*","45.4"
"608","2014","Fife","Fairly good","59.2","46.4","42.3","19.1","15.9","37.1"
"609","2014","Glasgow City","Fairly good","56.1","52.8","37.6","41.9","19.9","48.8"
"610","2014","Highland","Fairly good","*","34.8","25.6","18.1","*","27"
"611","2014","Inverclyde","Fairly good","54.4","*","*","*","*","40.9"
"612","2014","Midlothian","Fairly good","*","36.7","*","*","*","38.3"
"613","2014","Moray","Fairly good","*","*","39.4","26.1","*","34.2"
"614","2014","Na-h Eileanan Siar","Fairly good","-","14","14.3","*","-","14"
"615","2014","North Ayrshire","Fairly good","72.6","53.2","*","*","*","49.7"
"616","2014","North Lanarkshire","Fairly good","60.1","40","37.6","25.2","*","42.7"
"617","2014","Orkney Islands","Fairly good","-","29.9","*","14.1","*","19"
"618","2014","Perth & Kinross","Fairly good","*","*","*","28.3","14.3","29.9"
"619","2014","Renfrewshire","Fairly good","57.3","*","*","*","*","35.6"
"620","2014","Scotland","Fairly good","56.2","46.9","39.7","27","23","38.5"
"621","2014","Scottish Borders","Fairly good","*","*","29","24.4","*","33.5"
"622","2014","Shetland Islands","Fairly good","-","*","18.8","28.4","*","23.7"
"623","2014","South Ayrshire","Fairly good","*","39.6","*","*","*","32.1"
"624","2014","South Lanarkshire","Fairly good","52.5","43.1","40.7","26.5","24.4","38.5"
"625","2014","Stirling","Fairly good","*","45.3","*","14.4","19.4","33.4"
"626","2014","West Dunbartonshire","Fairly good","56.3","49","33.6","*","*","47.5"
"627","2014","West Lothian","Fairly good","*","41.5","*","*","*","35.2"
"628","2014","Aberdeen City","Fairly poor","*","4.4","1.2","*","-","3.3"
"629","2014","Aberdeenshire","Fairly poor","*","*","2.6","2.5","1.9","3.2"
"630","2014","Angus","Fairly poor","*","3.9","5.4","2.6","*","4"
"631","2014","Argyll & Bute","Fairly poor","*","1.4","2.4","-","*","1.6"
"632","2014","Clackmannanshire","Fairly poor","8.7","7.7","3.6","*","*","5"
"633","2014","Dumfries & Galloway","Fairly poor","*","3.9","1.4","2.1","*","2.1"
"634","2014","Dundee City","Fairly poor","16.2","3.1","*","*","*","7.5"
"635","2014","East Ayrshire","Fairly poor","19.1","2.6","*","*","*","7"
"636","2014","East Dunbartonshire","Fairly poor","*","*","*","*","-","0.4"
"637","2014","East Lothian","Fairly poor","*","*","*","0.7","*","1.5"
"638","2014","East Renfrewshire","Fairly poor","*","*","*","*","0.8","1.9"
"639","2014","Edinburgh, City of","Fairly poor","16.8","7.4","3.1","2.5","0.9","4.4"
"640","2014","Falkirk","Fairly poor","*","2.6","-","*","*","2"
"641","2014","Fife","Fairly poor","7.9","6.6","1.1","0.5","-","3.2"
"642","2014","Glasgow City","Fairly poor","8.8","4.8","4.2","0.5","2.2","6"
"643","2014","Highland","Fairly poor","*","-","7.4","0.5","*","2.7"
"644","2014","Inverclyde","Fairly poor","5.1","*","*","*","*","2.5"
"645","2014","Midlothian","Fairly poor","*","11.9","*","*","*","3.6"
"646","2014","Moray","Fairly poor","*","*","1.1","1.7","*","1.5"
"647","2014","Na-h Eileanan Siar","Fairly poor","-","2.7","3","*","-","2.9"
"648","2014","North Ayrshire","Fairly poor","5.6","4.2","*","*","*","3"
"649","2014","North Lanarkshire","Fairly poor","4.9","7","2.1","0.8","*","3.9"
"650","2014","Orkney Islands","Fairly poor","-","-","*","-","*","-"
"651","2014","Perth & Kinross","Fairly poor","*","*","*","-","0.9","1.2"
"652","2014","Renfrewshire","Fairly poor","17.1","*","*","*","*","5.3"
"653","2014","Scotland","Fairly poor","9.3","4.6","2.4","1.1","0.5","3.6"
"654","2014","Scottish Borders","Fairly poor","*","*","2.4","-","*","1.2"
"655","2014","Shetland Islands","Fairly poor","-","*","1.9","-","*","0.7"
"656","2014","South Ayrshire","Fairly poor","*","8.1","*","*","*","7"
"657","2014","South Lanarkshire","Fairly poor","5","4.3","3.2","-","-","2.7"
"658","2014","Stirling","Fairly poor","*","4.4","*","2.5","0.6","3.2"
"659","2014","West Dunbartonshire","Fairly poor","5.6","2.7","-","*","*","2.8"
"660","2014","West Lothian","Fairly poor","*","2.8","*","*","*","1.1"
"661","2014","Aberdeen City","Very poor","*","2.9","1","*","-","1.5"
"662","2014","Aberdeenshire","Very poor","*","*","0.9","-","0.5","0.5"
"663","2014","Angus","Very poor","*","6.5","3.9","-","*","2.4"
"664","2014","Argyll & Bute","Very poor","*","-","-","3.3","*","1"
"665","2014","Clackmannanshire","Very poor","1.6","1.1","-","*","*","0.7"
"666","2014","Dumfries & Galloway","Very poor","*","0.8","-","-","*","0.2"
"667","2014","Dundee City","Very poor","8.1","0.7","*","*","*","3.9"
"668","2014","East Ayrshire","Very poor","3.9","1.4","*","*","*","1.5"
"669","2014","East Dunbartonshire","Very poor","*","*","*","*","-","0.7"
"670","2014","East Lothian","Very poor","*","*","*","0.8","*","0.3"
"671","2014","East Renfrewshire","Very poor","*","*","*","*","-","1.5"
"672","2014","Edinburgh, City of","Very poor","9.4","2.5","-","0.5","0.4","1.8"
"673","2014","Falkirk","Very poor","*","4.5","-","*","*","1.3"
"674","2014","Fife","Very poor","8.5","2.4","0.5","3.6","2","3.3"
"675","2014","Glasgow City","Very poor","4.4","1.1","-","-","-","2.4"
"676","2014","Highland","Very poor","*","-","0.9","-","*","0.3"
"677","2014","Inverclyde","Very poor","0.4","*","*","*","*","0.7"
"678","2014","Midlothian","Very poor","*","-","*","*","*","1.3"
"679","2014","Moray","Very poor","*","*","1.9","-","*","1.4"
"680","2014","Na-h Eileanan Siar","Very poor","-","1.4","1.5","*","-","1.5"
"681","2014","North Ayrshire","Very poor","-","1","*","*","*","0.9"
"682","2014","North Lanarkshire","Very poor","4.2","6.2","1.9","-","*","3.3"
"683","2014","Orkney Islands","Very poor","-","-","*","0.7","*","0.4"
"684","2014","Perth & Kinross","Very poor","*","*","*","-","-","0.2"
"685","2014","Renfrewshire","Very poor","2.6","*","*","*","*","1.1"
"686","2014","Scotland","Very poor","4.4","2.1","1","0.7","0.3","1.7"
"687","2014","Scottish Borders","Very poor","*","*","1","0.4","*","0.7"
"688","2014","Shetland Islands","Very poor","-","*","2.8","-","*","1"
"689","2014","South Ayrshire","Very poor","*","-","*","*","*","-"
"690","2014","South Lanarkshire","Very poor","4.5","3.8","1.8","1.3","-","2.4"
"691","2014","Stirling","Very poor","*","-","*","5.6","-","1.5"
"692","2014","West Dunbartonshire","Very poor","7.1","0.7","1.2","*","*","3"
"693","2014","West Lothian","Very poor","*","1.1","*","*","*","1.5"
"694","2014","Aberdeen City","No opinion","*","-","-","*","1.4","0.6"
"695","2014","Aberdeenshire","No opinion","*","*","-","0.8","-","0.3"
"696","2014","Angus","No opinion","*","-","4.4","-","*","1.1"
"697","2014","Argyll & Bute","No opinion","*","-","-","-","*","0.4"
"698","2014","Clackmannanshire","No opinion","1.3","-","-","*","*","0.4"
"699","2014","Dumfries & Galloway","No opinion","*","-","-","-","*","-"
"700","2014","Dundee City","No opinion","1.1","1.2","*","*","*","0.7"
"701","2014","East Ayrshire","No opinion","-","-","*","*","*","-"
"702","2014","East Dunbartonshire","No opinion","*","*","*","*","-","-"
"703","2014","East Lothian","No opinion","*","*","*","-","*","-"
"704","2014","East Renfrewshire","No opinion","*","*","*","*","-","-"
"705","2014","Edinburgh, City of","No opinion","0.7","-","-","2.7","-","0.5"
"706","2014","Falkirk","No opinion","*","-","1.3","*","*","0.8"
"707","2014","Fife","No opinion","-","-","0.7","-","1.4","0.4"
"708","2014","Glasgow City","No opinion","0.9","1.2","-","-","-","0.6"
"709","2014","Highland","No opinion","*","-","-","-","*","-"
"710","2014","Inverclyde","No opinion","-","*","*","*","*","-"
"711","2014","Midlothian","No opinion","*","-","*","*","*","-"
"712","2014","Moray","No opinion","*","*","-","-","*","0.2"
"713","2014","Na-h Eileanan Siar","No opinion","-","-","-","*","-","-"
"714","2014","North Ayrshire","No opinion","-","-","*","*","*","-"
"715","2014","North Lanarkshire","No opinion","-","-","-","0.8","*","0.1"
"716","2014","Orkney Islands","No opinion","-","-","*","0.8","*","0.5"
"717","2014","Perth & Kinross","No opinion","*","*","*","-","-","0.4"
"718","2014","Renfrewshire","No opinion","-","*","*","*","*","-"
"719","2014","Scotland","No opinion","0.5","0.4","0.2","0.3","0.5","0.4"
"720","2014","Scottish Borders","No opinion","*","*","-","-","*","-"
"721","2014","Shetland Islands","No opinion","-","*","-","-","*","-"
"722","2014","South Ayrshire","No opinion","*","-","*","*","*","-"
"723","2014","South Lanarkshire","No opinion","-","-","-","-","2.7","0.5"
"724","2014","Stirling","No opinion","*","-","*","-","-","-"
"725","2014","West Dunbartonshire","No opinion","0.8","-","-","*","*","0.3"
"726","2014","West Lothian","No opinion","*","4.9","*","*","*","1.4"
"727","2014","Aberdeen City","All","100","100","100","100","100","100"
"728","2014","Aberdeenshire","All","100","100","100","100","100","100"
"729","2014","Angus","All","100","100","100","100","100","100"
"730","2014","Argyll & Bute","All","100","100","100","100","100","100"
"731","2014","Clackmannanshire","All","100","100","100","100","100","100"
"732","2014","Dumfries & Galloway","All","100","100","100","100","100","100"
"733","2014","Dundee City","All","100","100","100","100","100","100"
"734","2014","East Ayrshire","All","100","100","100","100","100","100"
"735","2014","East Dunbartonshire","All","100","100","100","100","100","100"
"736","2014","East Lothian","All","100","100","100","100","100","100"
"737","2014","East Renfrewshire","All","100","100","100","100","100","100"
"738","2014","Edinburgh, City of","All","100","100","100","100","100","100"
"739","2014","Falkirk","All","100","100","100","100","100","100"
"740","2014","Fife","All","100","100","100","100","100","100"
"741","2014","Glasgow City","All","100","100","100","100","100","100"
"742","2014","Highland","All","100","100","100","100","100","100"
"743","2014","Inverclyde","All","100","100","100","100","100","100"
"744","2014","Midlothian","All","100","100","100","100","100","100"
"745","2014","Moray","All","100","100","100","100","100","100"
"746","2014","Na-h Eileanan Siar","All","-","100","100","100","-","100"
"747","2014","North Ayrshire","All","100","100","100","100","100","100"
"748","2014","North Lanarkshire","All","100","100","100","100","100","100"
"749","2014","Orkney Islands","All","-","100","100","100","100","100"
"750","2014","Perth & Kinross","All","100","100","100","100","100","100"
"751","2014","Renfrewshire","All","100","100","100","100","100","100"
"752","2014","Scotland","All","100","100","100","100","100","100"
"753","2014","Scottish Borders","All","100","100","100","100","100","100"
"754","2014","Shetland Islands","All","-","100","100","100","100","100"
"755","2014","South Ayrshire","All","100","100","100","100","100","100"
"756","2014","South Lanarkshire","All","100","100","100","100","100","100"
"757","2014","Stirling","All","100","100","100","100","100","100"
"758","2014","West Dunbartonshire","All","100","100","100","100","100","100"
"759","2014","West Lothian","All","100","100","100","100","100","100"
"760","2014","Aberdeen City","Base","40","60","50","30","110","290"
"761","2014","Aberdeenshire","Base","10","20","70","110","90","300"
"762","2014","Angus","Base","20","50","60","90","30","260"
"763","2014","Argyll & Bute","Base","30","50","90","80","30","270"
"764","2014","Clackmannanshire","Base","70","50","60","40","30","250"
"765","2014","Dumfries & Galloway","Base","20","50","80","60","20","230"
"766","2014","Dundee City","Base","110","50","30","30","30","250"
"767","2014","East Ayrshire","Base","60","80","30","40","20","230"
"768","2014","East Dunbartonshire","Base","10","30","20","40","120","220"
"769","2014","East Lothian","Base","10","40","50","80","40","220"
"770","2014","East Renfrewshire","Base","30","20","20","30","120","220"
"771","2014","Edinburgh, City of","Base","100","100","120","120","280","710"
"772","2014","Falkirk","Base","40","80","60","50","50","260"
"773","2014","Fife","Base","90","110","110","90","90","490"
"774","2014","Glasgow City","Base","500","170","110","110","60","950"
"775","2014","Highland","Base","30","70","100","100","30","320"
"776","2014","Inverclyde","Base","110","40","40","40","30","250"
"777","2014","Midlothian","Base","10","60","50","40","30","190"
