"","Year","Council","Rating","20% most deprived","2","3","4","20% least deprived","All"
"778","2014","Moray","Base","0","40","100","80","30","250"
"779","2014","Na-h Eileanan Siar","Base","-","100","170","0","-","270"
"780","2014","North Ayrshire","Base","90","60","30","40","20","250"
"781","2014","North Lanarkshire","Base","150","120","90","60","30","450"
"782","2014","Orkney Islands","Base","-","60","50","150","10","270"
"783","2014","Perth & Kinross","Base","20","20","40","110","60","250"
"784","2014","Renfrewshire","Base","80","40","50","30","50","250"
"785","2014","Scotland","Base","1920","2000","2110","2110","1660","9800"
"786","2014","Scottish Borders","Base","10","30","80","110","20","250"
"787","2014","Shetland Islands","Base","-","10","110","130","20","260"
"788","2014","South Ayrshire","Base","50","70","50","40","50","250"
"789","2014","South Lanarkshire","Base","90","100","100","60","60","410"
"790","2014","Stirling","Base","20","50","40","70","70","250"
"791","2014","West Dunbartonshire","Base","100","90","60","20","10","280"
"792","2014","West Lothian","Base","30","60","40","40","30","200"
"793","2015","Aberdeen City","Very/fairly good","*","93.1","99.1","*","100","96.6"
"794","2015","Aberdeenshire","Very/fairly good","*","*","97.8","95.3","99.4","96.8"
"795","2015","Angus","Very/fairly good","*","91","98.1","97.8","*","96.3"
"796","2015","Argyll & Bute","Very/fairly good","*","*","94.5","98.1","*","96.4"
"797","2015","Clackmannanshire","Very/fairly good","88","*","90.4","*","*","91.3"
"798","2015","Dumfries & Galloway","Very/fairly good","*","*","96.5","100","*","96.4"
"799","2015","Dundee City","Very/fairly good","81","*","*","*","*","90.8"
"800","2015","East Ayrshire","Very/fairly good","94.5","89.9","*","*","*","94.2"
"801","2015","East Dunbartonshire","Very/fairly good","*","*","*","*","97.2","97"
"802","2015","East Lothian","Very/fairly good","*","*","*","97.8","*","95.1"
"803","2015","East Renfrewshire","Very/fairly good","*","*","*","100","100","99.2"
"804","2015","Edinburgh, City of","Very/fairly good","89.6","98","95.6","94.9","99.1","96.6"
"805","2015","Falkirk","Very/fairly good","*","95.1","92.9","100","*","94.9"
"806","2015","Fife","Very/fairly good","80.4","95.2","95.9","97.9","100","93.7"
"807","2015","Glasgow City","Very/fairly good","84.7","92","93.2","100","97.9","90.1"
"808","2015","Highland","Very/fairly good","*","91.7","96","96.9","*","95.1"
"809","2015","Inverclyde","Very/fairly good","87.9","*","*","*","*","93.4"
"810","2015","Midlothian","Very/fairly good","*","93.3","*","100","*","97.3"
"811","2015","Moray","Very/fairly good","*","*","97.2","97.5","*","96.6"
"812","2015","Na-h Eileanan Siar","Very/fairly good","-","100","99.4","*","-","99.6"
"813","2015","North Ayrshire","Very/fairly good","86.9","96.8","*","*","*","94.3"
"814","2015","North Lanarkshire","Very/fairly good","86.3","97.7","98","*","*","93.4"
"815","2015","Orkney Islands","Very/fairly good","-","98","*","100","*","99.2"
"816","2015","Perth & Kinross","Very/fairly good","*","*","*","97.3","95.3","94.5"
"817","2015","Renfrewshire","Very/fairly good","80.5","*","97.7","*","*","92.3"
"818","2015","Scotland","Very/fairly good","85.8","94","96.2","97.8","98.8","94.6"
"819","2015","Scottish Borders","Very/fairly good","*","*","95.8","97.5","*","95"
"820","2015","Shetland Islands","Very/fairly good","-","*","97.4","98.4","*","98.2"
"821","2015","South Ayrshire","Very/fairly good","*","98.4","97.1","*","100","97.3"
"822","2015","South Lanarkshire","Very/fairly good","87.9","90.9","96.7","98.4","97.6","94.5"
"823","2015","Stirling","Very/fairly good","*","*","*","98","100","97.4"
"824","2015","West Dunbartonshire","Very/fairly good","89.9","92.3","*","*","*","90.8"
"825","2015","West Lothian","Very/fairly good","*","97.8","92.9","*","*","96.8"
"826","2015","Aberdeen City","Very good","*","31.6","56.6","*","66.6","52.4"
"827","2015","Aberdeenshire","Very good","*","*","54.9","69.6","79","65.9"
"828","2015","Angus","Very good","*","30","62.5","76.1","*","61.4"
"829","2015","Argyll & Bute","Very good","*","*","69.1","80.2","*","67.8"
"830","2015","Clackmannanshire","Very good","41.4","*","43.4","*","*","48.1"
"831","2015","Dumfries & Galloway","Very good","*","*","69.7","69.1","*","63"
"832","2015","Dundee City","Very good","33","*","*","*","*","50.2"
"833","2015","East Ayrshire","Very good","27.4","38.6","*","*","*","43.2"
"834","2015","East Dunbartonshire","Very good","*","*","*","*","85","71.1"
"835","2015","East Lothian","Very good","*","*","*","73.2","*","71.8"
"836","2015","East Renfrewshire","Very good","*","*","*","72.2","80.1","75.5"
"837","2015","Edinburgh, City of","Very good","19.8","29.9","42.2","55.7","72.6","53.4"
"838","2015","Falkirk","Very good","*","46.8","43.4","72","*","56.5"
"839","2015","Fife","Very good","37.9","48.6","53.8","68.9","78.2","56.4"
"840","2015","Glasgow City","Very good","30.9","40.2","46.2","72.5","69.3","42.5"
"841","2015","Highland","Very good","*","41","66.5","72.2","*","61.1"
"842","2015","Inverclyde","Very good","45.2","*","*","*","*","58.9"
"843","2015","Midlothian","Very good","*","43.9","*","69","*","60.9"
"844","2015","Moray","Very good","*","*","59.8","80.5","*","69"
"845","2015","Na-h Eileanan Siar","Very good","-","75.6","77.8","*","-","77.3"
"846","2015","North Ayrshire","Very good","32.5","42.7","*","*","*","56.7"
"847","2015","North Lanarkshire","Very good","37.1","46","57.2","*","*","49.6"
"848","2015","Orkney Islands","Very good","-","71.5","*","86.4","*","83.1"
"849","2015","Perth & Kinross","Very good","*","*","*","66.9","61.5","59.6"
"850","2015","Renfrewshire","Very good","32","*","61.1","*","*","50.1"
"851","2015","Scotland","Very good","33.4","44.2","57.1","70.9","74.6","56.3"
"852","2015","Scottish Borders","Very good","*","*","54.1","78.5","*","62.9"
"853","2015","Shetland Islands","Very good","-","*","77.2","75.3","*","76.1"
"854","2015","South Ayrshire","Very good","*","57.3","66.8","*","95.9","73.1"
"855","2015","South Lanarkshire","Very good","35.8","52.3","53.9","72.6","69.5","56.9"
"856","2015","Stirling","Very good","*","*","*","74.8","82.1","70.5"
"857","2015","West Dunbartonshire","Very good","31.7","56","*","*","*","44"
"858","2015","West Lothian","Very good","*","36.9","51","*","*","51.4"
"859","2015","Aberdeen City","Fairly good","*","61.5","42.5","*","33.4","44.2"
"860","2015","Aberdeenshire","Fairly good","*","*","42.9","25.6","20.4","30.9"
"861","2015","Angus","Fairly good","*","61","35.6","21.6","*","34.8"
"862","2015","Argyll & Bute","Fairly good","*","*","25.4","17.9","*","28.6"
"863","2015","Clackmannanshire","Fairly good","46.6","*","47","*","*","43.3"
"864","2015","Dumfries & Galloway","Fairly good","*","*","26.8","30.9","*","33.4"
"865","2015","Dundee City","Fairly good","48.1","*","*","*","*","40.7"
"866","2015","East Ayrshire","Fairly good","67","51.3","*","*","*","51"
"867","2015","East Dunbartonshire","Fairly good","*","*","*","*","12.2","25.9"
"868","2015","East Lothian","Fairly good","*","*","*","24.7","*","23.3"
"869","2015","East Renfrewshire","Fairly good","*","*","*","27.8","19.9","23.7"
"870","2015","Edinburgh, City of","Fairly good","69.9","68.1","53.5","39.2","26.5","43.2"
"871","2015","Falkirk","Fairly good","*","48.4","49.6","28","*","38.4"
"872","2015","Fife","Fairly good","42.5","46.5","42.1","28.9","21.8","37.3"
"873","2015","Glasgow City","Fairly good","53.7","51.8","47","27.5","28.6","47.6"
"874","2015","Highland","Fairly good","*","50.7","29.5","24.7","*","34"
"875","2015","Inverclyde","Fairly good","42.8","*","*","*","*","34.4"
"876","2015","Midlothian","Fairly good","*","49.4","*","31","*","36.4"
"877","2015","Moray","Fairly good","*","*","37.4","17","*","27.6"
"878","2015","Na-h Eileanan Siar","Fairly good","-","24.4","21.6","*","-","22.2"
"879","2015","North Ayrshire","Fairly good","54.4","54.1","*","*","*","37.7"
"880","2015","North Lanarkshire","Fairly good","49.2","51.7","40.8","*","*","43.8"
"881","2015","Orkney Islands","Fairly good","-","26.6","*","13.6","*","16.1"
"882","2015","Perth & Kinross","Fairly good","*","*","*","30.4","33.8","34.9"
"883","2015","Renfrewshire","Fairly good","48.5","*","36.6","*","*","42.2"
"884","2015","Scotland","Fairly good","52.4","49.8","39.1","26.9","24.3","38.3"
"885","2015","Scottish Borders","Fairly good","*","*","41.7","18.9","*","32.1"
"886","2015","Shetland Islands","Fairly good","-","*","20.3","23.1","*","22.1"
"887","2015","South Ayrshire","Fairly good","*","41.1","30.3","*","4.1","24.2"
"888","2015","South Lanarkshire","Fairly good","52.1","38.6","42.8","25.8","28.1","37.6"
"889","2015","Stirling","Fairly good","*","*","*","23.1","17.9","26.9"
"890","2015","West Dunbartonshire","Fairly good","58.1","36.2","*","*","*","46.7"
"891","2015","West Lothian","Fairly good","*","60.9","41.9","*","*","45.4"
"892","2015","Aberdeen City","Fairly poor","*","4.6","-","*","-","2.2"
"893","2015","Aberdeenshire","Fairly poor","*","*","2.2","4.7","-","3"
"894","2015","Angus","Fairly poor","*","4.8","-","1.4","*","2.2"
"895","2015","Argyll & Bute","Fairly poor","*","*","2.8","1.9","*","2.5"
"896","2015","Clackmannanshire","Fairly poor","9.5","*","6.4","*","*","6.7"
"897","2015","Dumfries & Galloway","Fairly poor","*","*","2.3","-","*","2.8"
"898","2015","Dundee City","Fairly poor","13.1","*","*","*","*","5.9"
"899","2015","East Ayrshire","Fairly poor","2.1","7.7","*","*","*","3.3"
"900","2015","East Dunbartonshire","Fairly poor","*","*","*","*","2.8","1.9"
"901","2015","East Lothian","Fairly poor","*","*","*","2.2","*","2.1"
"902","2015","East Renfrewshire","Fairly poor","*","*","*","-","-","0.5"
"903","2015","Edinburgh, City of","Fairly poor","5.5","0.9","4.4","4","0.5","2.4"
"904","2015","Falkirk","Fairly poor","*","4.9","3.4","-","*","3.7"
"905","2015","Fife","Fairly poor","11.3","1.7","2.6","-","-","3.2"
"906","2015","Glasgow City","Fairly poor","9.6","4.2","4.9","-","-","6"
"907","2015","Highland","Fairly poor","*","8.3","2.8","1.4","*","4"
"908","2015","Inverclyde","Fairly poor","8.5","*","*","*","*","5.1"
"909","2015","Midlothian","Fairly poor","*","5.1","*","-","*","2.3"
"910","2015","Moray","Fairly poor","*","*","2.8","2.5","*","2.7"
"911","2015","Na-h Eileanan Siar","Fairly poor","-","-","0.6","*","-","0.4"
"912","2015","North Ayrshire","Fairly poor","9.4","-","*","*","*","3.7"
"913","2015","North Lanarkshire","Fairly poor","9.6","2.3","2","*","*","4.7"
"914","2015","Orkney Islands","Fairly poor","-","0.9","*","-","*","0.6"
"915","2015","Perth & Kinross","Fairly poor","*","*","*","1.1","-","3.3"
"916","2015","Renfrewshire","Fairly poor","16.2","*","2.3","*","*","5.8"
"917","2015","Scotland","Fairly poor","9.7","4","2.9","1.6","0.6","3.7"
"918","2015","Scottish Borders","Fairly poor","*","*","1.6","1.2","*","3.3"
"919","2015","Shetland Islands","Fairly poor","-","*","0.5","0.5","*","0.4"
"920","2015","South Ayrshire","Fairly poor","*","1.6","2.9","*","-","2.1"
"921","2015","South Lanarkshire","Fairly poor","11.2","7.2","3.3","1.6","2.4","5"
"922","2015","Stirling","Fairly poor","*","*","*","2","-","2.3"
"923","2015","West Dunbartonshire","Fairly poor","7.6","7.1","*","*","*","7.2"
"924","2015","West Lothian","Fairly poor","*","2.2","7.1","*","*","3"
"925","2015","Aberdeen City","Very poor","*","1","0.9","*","-","1.1"
"926","2015","Aberdeenshire","Very poor","*","*","-","-","-","-"
"927","2015","Angus","Very poor","*","1","-","-","*","0.2"
"928","2015","Argyll & Bute","Very poor","*","*","2.7","-","*","1.1"
"929","2015","Clackmannanshire","Very poor","2.5","*","3.2","*","*","2"
"930","2015","Dumfries & Galloway","Very poor","*","*","-","-","*","0.4"
"931","2015","Dundee City","Very poor","4.1","*","*","*","*","1.7"
"932","2015","East Ayrshire","Very poor","3.4","2.4","*","*","*","2.5"
"933","2015","East Dunbartonshire","Very poor","*","*","*","*","-","1.1"
"934","2015","East Lothian","Very poor","*","*","*","-","*","2.8"
"935","2015","East Renfrewshire","Very poor","*","*","*","-","-","0.3"
"936","2015","Edinburgh, City of","Very poor","4.1","1.2","-","-","0.4","0.8"
"937","2015","Falkirk","Very poor","*","-","-","-","*","0.5"
"938","2015","Fife","Very poor","7.3","3.1","1.5","2.1","-","2.9"
"939","2015","Glasgow City","Very poor","5.6","2.8","1.1","-","-","3.3"
"940","2015","Highland","Very poor","*","-","-","1.7","*","0.5"
"941","2015","Inverclyde","Very poor","2.1","*","*","*","*","0.9"
"942","2015","Midlothian","Very poor","*","1.6","*","-","*","0.4"
"943","2015","Moray","Very poor","*","*","-","-","*","0.7"
"944","2015","Na-h Eileanan Siar","Very poor","-","-","-","*","-","-"
"945","2015","North Ayrshire","Very poor","3.8","1.9","*","*","*","1.7"
"946","2015","North Lanarkshire","Very poor","4.1","-","-","*","*","1.8"
"947","2015","Orkney Islands","Very poor","-","1","*","-","*","0.2"
"948","2015","Perth & Kinross","Very poor","*","*","*","-","4.7","1.6"
"949","2015","Renfrewshire","Very poor","3.3","*","-","*","*","1.9"
"950","2015","Scotland","Very poor","4.1","1.6","0.5","0.3","0.4","1.4"
"951","2015","Scottish Borders","Very poor","*","*","1","0.7","*","0.9"
"952","2015","Shetland Islands","Very poor","-","*","2.1","-","*","0.9"
"953","2015","South Ayrshire","Very poor","*","-","-","*","-","0.6"
"954","2015","South Lanarkshire","Very poor","1","1.8","-","-","-","0.6"
"955","2015","Stirling","Very poor","*","*","*","-","-","0.3"
"956","2015","West Dunbartonshire","Very poor","2.5","0.7","*","*","*","2.1"
"957","2015","West Lothian","Very poor","*","-","-","*","*","0.2"
"958","2015","Aberdeen City","No opinion","*","1.3","-","*","-","0.2"
"959","2015","Aberdeenshire","No opinion","*","*","-","-","0.6","0.2"
"960","2015","Angus","No opinion","*","3.2","1.9","0.8","*","1.3"
"961","2015","Argyll & Bute","No opinion","*","*","-","-","*","-"
"962","2015","Clackmannanshire","No opinion","-","*","-","*","*","-"
"963","2015","Dumfries & Galloway","No opinion","*","*","1.2","-","*","0.4"
"964","2015","Dundee City","No opinion","1.8","*","*","*","*","1.6"
"965","2015","East Ayrshire","No opinion","-","-","*","*","*","-"
"966","2015","East Dunbartonshire","No opinion","*","*","*","*","-","-"
"967","2015","East Lothian","No opinion","*","*","*","-","*","-"
"968","2015","East Renfrewshire","No opinion","*","*","*","-","-","-"
"969","2015","Edinburgh, City of","No opinion","0.8","-","-","1.1","-","0.3"
"970","2015","Falkirk","No opinion","*","-","3.7","-","*","0.9"
"971","2015","Fife","No opinion","0.9","-","-","-","-","0.2"
"972","2015","Glasgow City","No opinion","0.2","1","0.8","-","2.1","0.6"
"973","2015","Highland","No opinion","*","-","1.2","-","*","0.4"
"974","2015","Inverclyde","No opinion","1.5","*","*","*","*","0.7"
"975","2015","Midlothian","No opinion","*","-","*","-","*","-"
"976","2015","Moray","No opinion","*","*","-","-","*","-"
"977","2015","Na-h Eileanan Siar","No opinion","-","-","-","*","-","-"
"978","2015","North Ayrshire","No opinion","-","1.3","*","*","*","0.3"
"979","2015","North Lanarkshire","No opinion","-","-","-","*","*","0.1"
"980","2015","Orkney Islands","No opinion","-","-","*","-","*","-"
"981","2015","Perth & Kinross","No opinion","*","*","*","1.6","-","0.6"
"982","2015","Renfrewshire","No opinion","-","*","-","*","*","-"
"983","2015","Scotland","No opinion","0.3","0.4","0.4","0.3","0.1","0.3"
"984","2015","Scottish Borders","No opinion","*","*","1.6","0.7","*","0.8"
"985","2015","Shetland Islands","No opinion","-","*","-","1.2","*","0.5"
"986","2015","South Ayrshire","No opinion","*","-","-","*","-","-"
"987","2015","South Lanarkshire","No opinion","-","-","-","-","-","-"
"988","2015","Stirling","No opinion","*","*","*","-","-","-"
"989","2015","West Dunbartonshire","No opinion","-","-","*","*","*","-"
"990","2015","West Lothian","No opinion","*","-","-","*","*","-"
"991","2015","Aberdeen City","All","100","100","100","100","100","100"
"992","2015","Aberdeenshire","All","100","100","100","100","100","100"
"993","2015","Angus","All","100","100","100","100","100","100"
"994","2015","Argyll & Bute","All","100","100","100","100","100","100"
"995","2015","Clackmannanshire","All","100","100","100","100","100","100"
"996","2015","Dumfries & Galloway","All","100","100","100","100","100","100"
"997","2015","Dundee City","All","100","100","100","100","100","100"
"998","2015","East Ayrshire","All","100","100","100","100","100","100"
"999","2015","East Dunbartonshire","All","100","100","100","100","100","100"
"1000","2015","East Lothian","All","100","100","100","100","100","100"
"1001","2015","East Renfrewshire","All","100","100","100","100","100","100"
"1002","2015","Edinburgh, City of","All","100","100","100","100","100","100"
"1003","2015","Falkirk","All","100","100","100","100","100","100"
"1004","2015","Fife","All","100","100","100","100","100","100"
"1005","2015","Glasgow City","All","100","100","100","100","100","100"
"1006","2015","Highland","All","100","100","100","100","100","100"
"1007","2015","Inverclyde","All","100","100","100","100","100","100"
"1008","2015","Midlothian","All","100","100","100","100","100","100"
"1009","2015","Moray","All","100","100","100","100","100","100"
"1010","2015","Na-h Eileanan Siar","All","-","100","100","100","-","100"
"1011","2015","North Ayrshire","All","100","100","100","100","100","100"
"1012","2015","North Lanarkshire","All","100","100","100","100","100","100"
"1013","2015","Orkney Islands","All","-","100","100","100","100","100"
"1014","2015","Perth & Kinross","All","100","100","100","100","100","100"
"1015","2015","Renfrewshire","All","100","100","100","100","100","100"
"1016","2015","Scotland","All","100","100","100","100","100","100"
"1017","2015","Scottish Borders","All","100","100","100","100","100","100"
"1018","2015","Shetland Islands","All","-","100","100","100","100","100"
"1019","2015","South Ayrshire","All","100","100","100","100","100","100"
"1020","2015","South Lanarkshire","All","100","100","100","100","100","100"
"1021","2015","Stirling","All","100","100","100","100","100","100"
"1022","2015","West Dunbartonshire","All","100","100","100","100","100","100"
"1023","2015","West Lothian","All","100","100","100","100","100","100"
"1024","2015","Aberdeen City","Base","40","50","50","30","110","280"
"1025","2015","Aberdeenshire","Base","10","20","60","100","90","280"
"1026","2015","Angus","Base","20","50","50","80","30","240"
"1027","2015","Argyll & Bute","Base","30","40","80","80","20","250"
"1028","2015","Clackmannanshire","Base","60","50","50","50","40","240"
"1029","2015","Dumfries & Galloway","Base","20","50","90","70","20","230"
"1030","2015","Dundee City","Base","100","50","40","30","40","240"
"1031","2015","East Ayrshire","Base","70","70","30","30","20","220"
"1032","2015","East Dunbartonshire","Base","10","40","20","40","120","240"
"1033","2015","East Lothian","Base","10","40","50","80","40","210"
"1034","2015","East Renfrewshire","Base","20","20","20","50","150","260"
"1035","2015","Edinburgh, City of","Base","70","90","110","110","250","630"
"1036","2015","Falkirk","Base","40","70","50","60","50","260"
"1037","2015","Fife","Base","90","110","90","90","80","470"
"1038","2015","Glasgow City","Base","390","160","120","80","60","810"
"1039","2015","Highland","Base","20","60","100","100","20","300"
"1040","2015","Inverclyde","Base","130","30","30","50","30","270"
"1041","2015","Midlothian","Base","10","60","50","50","30","200"
"1042","2015","Moray","Base","0","30","90","90","30","250"
"1043","2015","Na-h Eileanan Siar","Base","-","90","190","10","-","280"
"1044","2015","North Ayrshire","Base","90","50","40","40","20","240"
"1045","2015","North Lanarkshire","Base","140","130","70","40","30","410"
"1046","2015","Orkney Islands","Base","-","70","50","160","10","280"
"1047","2015","Perth & Kinross","Base","20","30","30","100","60","240"
"1048","2015","Renfrewshire","Base","90","50","60","40","50","290"
"1049","2015","Scotland","Base","1740","1900","2050","2080","1640","9410"
"1050","2015","Scottish Borders","Base","10","40","70","90","10","220"
"1051","2015","Shetland Islands","Base","-","10","100","110","20","230"
"1052","2015","South Ayrshire","Base","40","80","60","40","60","270"
"1053","2015","South Lanarkshire","Base","70","100","100","70","60","390"
"1054","2015","Stirling","Base","30","40","30","70","70","240"
"1055","2015","West Dunbartonshire","Base","90","70","50","20","10","240"
"1056","2015","West Lothian","Base","40","60","50","40","40","220"
"1057","2016","Aberdeen City","Very/fairly good","*","89.4","*","*","100","95"
"1058","2016","Aberdeenshire","Very/fairly good","*","*","99","99","98.9","98.4"
"1059","2016","Angus","Very/fairly good","*","*","97.7","97.8","*","96.3"
"1060","2016","Argyll & Bute","Very/fairly good","*","*","96.9","97.1","*","95.2"
"1061","2016","Clackmannanshire","Very/fairly good","89.2","94.6","*","*","*","95"
"1062","2016","Dumfries & Galloway","Very/fairly good","*","94.8","96.9","*","*","96.1"
"1063","2016","Dundee City","Very/fairly good","88.6","*","*","*","*","94.2"
"1064","2016","East Ayrshire","Very/fairly good","86.9","93","*","*","*","92.3"
"1065","2016","East Dunbartonshire","Very/fairly good","*","100","*","*","99.1","99.2"
"1066","2016","East Lothian","Very/fairly good","*","94.5","98.7","97.1","*","96.7"
"1067","2016","East Renfrewshire","Very/fairly good","*","*","*","*","100","98.4"
"1068","2016","Edinburgh, City of","Very/fairly good","79.9","88.5","93.7","97","99.8","94.2"
"1069","2016","Falkirk","Very/fairly good","*","93.1","100","99.2","*","96.2"
"1070","2016","Fife","Very/fairly good","86.1","94.6","91.7","99.1","99.2","93.9"
"1071","2016","Glasgow City","Very/fairly good","87.2","91.8","98.2","98.8","100","92.4"
"1072","2016","Highland","Very/fairly good","*","95.9","96.3","98","*","97.1"
"1073","2016","Inverclyde","Very/fairly good","91.6","*","*","*","*","95.8"
"1074","2016","Midlothian","Very/fairly good","*","96.9","*","100","*","97.7"
"1075","2016","Moray","Very/fairly good","*","*","98","98.2","*","97.7"
"1076","2016","Na-h Eileanan Siar","Very/fairly good","-","*","99.2","*","-","99.4"
"1077","2016","North Ayrshire","Very/fairly good","91","100","*","*","*","95.6"
"1078","2016","North Lanarkshire","Very/fairly good","88.1","96.7","99.4","*","*","94.8"
"1079","2016","Orkney Islands","Very/fairly good","-","*","95","100","*","98.4"
"1080","2016","Perth & Kinross","Very/fairly good","*","*","*","100","100","95.4"
"1081","2016","Renfrewshire","Very/fairly good","84.4","96.5","*","*","*","93.5"
"1082","2016","Scotland","Very/fairly good","86.7","94","96.4","98.4","99.5","95"
"1083","2016","Scottish Borders","Very/fairly good","*","*","95.8","98","*","94.2"
"1084","2016","Shetland Islands","Very/fairly good","-","*","98.7","98.8","-","97.6"
"1085","2016","South Ayrshire","Very/fairly good","*","99","97.9","*","*","94.3"
"1086","2016","South Lanarkshire","Very/fairly good","84.6","93.1","98.5","97.3","*","93.9"
"1087","2016","Stirling","Very/fairly good","*","*","*","95.4","92.8","95.4"
"1088","2016","West Dunbartonshire","Very/fairly good","82.9","93.6","*","*","*","90.7"
"1089","2016","West Lothian","Very/fairly good","*","95.9","94.8","*","*","95.3"
"1090","2016","Aberdeen City","Very good","*","32.1","*","*","74.5","55.3"
"1091","2016","Aberdeenshire","Very good","*","*","77.9","71.2","70.2","70.8"
"1092","2016","Angus","Very good","*","*","65","75.1","*","62.5"
"1093","2016","Argyll & Bute","Very good","*","*","79.7","72.9","*","70.7"
"1094","2016","Clackmannanshire","Very good","16.8","47.8","*","*","*","48.8"
"1095","2016","Dumfries & Galloway","Very good","*","51.8","68.1","*","*","61.3"
"1096","2016","Dundee City","Very good","33.3","*","*","*","*","51.8"
"1097","2016","East Ayrshire","Very good","36.7","44.1","*","*","*","51"
"1098","2016","East Dunbartonshire","Very good","*","51.9","*","*","87.3","73.7"
"1099","2016","East Lothian","Very good","*","50.9","61.4","70","*","63.1"
"1100","2016","East Renfrewshire","Very good","*","*","*","*","76.1","73"
"1101","2016","Edinburgh, City of","Very good","27.7","26.6","38.9","56","72.1","52.1"
"1102","2016","Falkirk","Very good","*","60.5","68.4","78.9","*","65.7"
"1103","2016","Fife","Very good","38","43.9","51.4","73.3","73.6","54.7"
"1104","2016","Glasgow City","Very good","28.5","37.9","57.2","60","76.1","43.8"
"1105","2016","Highland","Very good","*","55.2","66.7","83.1","*","67.4"
"1106","2016","Inverclyde","Very good","39.6","*","*","*","*","55.3"
"1107","2016","Midlothian","Very good","*","48","*","61.7","*","57.7"
"1108","2016","Moray","Very good","*","*","68.5","67","*","69.9"
"1109","2016","Na-h Eileanan Siar","Very good","-","*","85.9","*","-","84.5"
"1110","2016","North Ayrshire","Very good","44.8","43.4","*","*","*","55.6"
"1111","2016","North Lanarkshire","Very good","29.7","47.8","57","*","*","46.4"
"1112","2016","Orkney Islands","Very good","-","*","78.9","82.7","*","81.8"
"1113","2016","Perth & Kinross","Very good","*","*","*","69.8","76.6","60.9"
"1114","2016","Renfrewshire","Very good","28.5","46.3","*","*","*","57.3"
"1115","2016","Scotland","Very good","32.3","45.3","60.6","69.7","76.3","56.7"
"1116","2016","Scottish Borders","Very good","*","*","67.6","76.2","*","64.2"
"1117","2016","Shetland Islands","Very good","-","*","73","77.3","-","74.8"
"1118","2016","South Ayrshire","Very good","*","63.7","72.8","*","*","63.4"
"1119","2016","South Lanarkshire","Very good","35.3","36.4","54.2","62.8","*","48.5"
"1120","2016","Stirling","Very good","*","*","*","66.8","75.3","60.4"
"1121","2016","West Dunbartonshire","Very good","36.3","52.4","*","*","*","49.5"
"1122","2016","West Lothian","Very good","*","47.8","53.5","*","*","58.4"
"1123","2016","Aberdeen City","Fairly good","*","57.3","*","*","25.5","39.7"
"1124","2016","Aberdeenshire","Fairly good","*","*","21.1","27.8","28.7","27.7"
"1125","2016","Angus","Fairly good","*","*","32.7","22.7","*","33.9"
"1126","2016","Argyll & Bute","Fairly good","*","*","17.2","24.2","*","24.5"
"1127","2016","Clackmannanshire","Fairly good","72.4","46.8","*","*","*","46.2"
"1128","2016","Dumfries & Galloway","Fairly good","*","43.1","28.8","*","*","34.8"
"1129","2016","Dundee City","Fairly good","55.3","*","*","*","*","42.4"
"1130","2016","East Ayrshire","Fairly good","50.2","49","*","*","*","41.4"
"1131","2016","East Dunbartonshire","Fairly good","*","48.1","*","*","11.8","25.5"
"1132","2016","East Lothian","Fairly good","*","43.6","37.2","27.2","*","33.6"
"1133","2016","East Renfrewshire","Fairly good","*","*","*","*","23.9","25.4"
"1134","2016","Edinburgh, City of","Fairly good","52.3","62","54.9","41.1","27.7","42.1"
"1135","2016","Falkirk","Fairly good","*","32.7","31.6","20.3","*","30.5"
"1136","2016","Fife","Fairly good","48.2","50.8","40.3","25.9","25.6","39.2"
"1137","2016","Glasgow City","Fairly good","58.7","53.9","41.1","38.8","23.9","48.7"
"1138","2016","Highland","Fairly good","*","40.7","29.5","14.9","*","29.7"
"1139","2016","Inverclyde","Fairly good","52.1","*","*","*","*","40.6"
"1140","2016","Midlothian","Fairly good","*","48.9","*","38.3","*","40"
"1141","2016","Moray","Fairly good","*","*","29.5","31.2","*","27.8"
"1142","2016","Na-h Eileanan Siar","Fairly good","-","*","13.3","*","-","14.9"
"1143","2016","North Ayrshire","Fairly good","46.2","56.6","*","*","*","40.1"
"1144","2016","North Lanarkshire","Fairly good","58.5","48.9","42.4","*","*","48.4"
"1145","2016","Orkney Islands","Fairly good","-","*","16.1","17.3","*","16.6"
"1146","2016","Perth & Kinross","Fairly good","*","*","*","30.2","23.4","34.5"
"1147","2016","Renfrewshire","Fairly good","55.9","50.2","*","*","*","36.3"
"1148","2016","Scotland","Fairly good","54.4","48.7","35.7","28.7","23.2","38.3"
"1149","2016","Scottish Borders","Fairly good","*","*","28.2","21.8","*","29.9"
"1150","2016","Shetland Islands","Fairly good","-","*","25.6","21.4","-","22.8"
"1151","2016","South Ayrshire","Fairly good","*","35.3","25.1","*","*","30.9"
"1152","2016","South Lanarkshire","Fairly good","49.3","56.7","44.3","34.4","*","45.4"
"1153","2016","Stirling","Fairly good","*","*","*","28.6","17.5","35"
"1154","2016","West Dunbartonshire","Fairly good","46.6","41.1","*","*","*","41.3"
"1155","2016","West Lothian","Fairly good","*","48.1","41.3","*","*","36.9"
"1156","2016","Aberdeen City","Fairly poor","*","6.2","*","*","-","3.4"
"1157","2016","Aberdeenshire","Fairly poor","*","*","1","1","1.1","1.6"
"1158","2016","Angus","Fairly poor","*","*","2.3","2.2","*","3.7"
"1159","2016","Argyll & Bute","Fairly poor","*","*","1.2","2.9","*","4.2"
