"","Year","Council","","1 - 20% most deprived","2","3","4","5 - 20% least deprived","All"
"2316","2017","Dumfries & Galloway","Running / Jogging","*","4.4","10","*","*","7.4"
"2317","2017","Dundee City","Running / Jogging","3.4","*","*","*","*","7.6"
"2318","2017","East Ayrshire","Running / Jogging","5.2","3.4","*","*","*","7.6"
"2319","2017","East Dunbartonshire","Running / Jogging","*","*","*","*","20.4","18.5"
"2320","2017","East Lothian","Running / Jogging","*","9.8","8.6","21.8","*","13.4"
"2321","2017","East Renfrewshire","Running / Jogging","*","*","*","*","11.4","10.8"
"2322","2017","Edinburgh, City of","Running / Jogging","11.5","21.1","21.8","27.1","32.7","25.8"
"2323","2017","Falkirk","Running / Jogging","*","2","6","18.5","*","12.2"
"2324","2017","Fife","Running / Jogging","5.2","7","13.9","11.3","25.8","12.8"
"2325","2017","Glasgow City","Running / Jogging","8.4","12.8","25.7","28.4","30.4","16.7"
"2326","2017","Highland","Running / Jogging","*","12","11.7","17.6","*","16.5"
"2327","2017","Inverclyde","Running / Jogging","14","*","*","*","*","15"
"2328","2017","Midlothian","Running / Jogging","*","14.4","12.1","*","*","17.2"
"2329","2017","Moray","Running / Jogging","*","*","18.6","12.6","*","13.8"
"2330","2017","Na h-Eileanan Siar","Running / Jogging","-","10.5","8.5","*","-","8.4"
"2331","2017","North Ayrshire","Running / Jogging","8.9","*","*","*","*","12.4"
"2332","2017","North Lanarkshire","Running / Jogging","10.7","11.3","9.5","27.1","*","12.6"
"2333","2017","Orkney Islands","Running / Jogging","-","*","4.5","9.8","*","8.3"
"2334","2017","Perth & Kinross","Running / Jogging","*","*","5.8","7.9","*","10"
"2335","2017","Renfrewshire","Running / Jogging","1","*","*","*","*","9.6"
"2336","2017","Scotland","Running / Jogging","8.7","10.2","14","17.5","21.1","14.4"
"2337","2017","Scottish Borders","Running / Jogging","*","*","20","12.7","*","14.5"
"2338","2017","Shetland Islands","Running / Jogging","-","*","17.8","7.4","-","10.4"
"2339","2017","South Ayrshire","Running / Jogging","*","4.5","6.7","*","12.4","8.9"
"2340","2017","South Lanarkshire","Running / Jogging","8.1","6.6","8.8","14.1","15.5","10"
"2341","2017","Stirling","Running / Jogging","*","*","*","23.2","17.6","20.9"
"2342","2017","West Dunbartonshire","Running / Jogging","12.4","15.9","*","*","*","14"
"2343","2017","West Lothian","Running / Jogging","17.9","15.2","20.9","*","*","14.6"
"2344","2017","Aberdeen City","Cycling (at least 30 min)","*","1","6.9","10.1","15.4","9.3"
"2345","2017","Aberdeenshire","Cycling (at least 30 min)","*","*","19","8.8","13.1","12.9"
"2346","2017","Angus","Cycling (at least 30 min)","*","*","10.6","16.2","*","12.5"
"2347","2017","Argyll & Bute","Cycling (at least 30 min)","*","*","14.7","18.3","*","15.3"
"2348","2017","Clackmannanshire","Cycling (at least 30 min)","6.7","11.3","12.4","*","*","13.5"
"2349","2017","Dumfries & Galloway","Cycling (at least 30 min)","*","2.9","17.8","*","*","11"
"2350","2017","Dundee City","Cycling (at least 30 min)","8.2","*","*","*","*","10.2"
"2351","2017","East Ayrshire","Cycling (at least 30 min)","4.4","9","*","*","*","8.7"
"2352","2017","East Dunbartonshire","Cycling (at least 30 min)","*","*","*","*","17","13.5"
"2353","2017","East Lothian","Cycling (at least 30 min)","*","12.5","15.1","16.4","*","15.1"
"2354","2017","East Renfrewshire","Cycling (at least 30 min)","*","*","*","*","9.6","10.3"
"2355","2017","Edinburgh, City of","Cycling (at least 30 min)","17","10.1","18.6","24.6","28.6","22.5"
"2356","2017","Falkirk","Cycling (at least 30 min)","*","10.7","16.4","16.2","*","14.1"
"2357","2017","Fife","Cycling (at least 30 min)","7.7","6.5","12.8","27.2","10.4","12"
"2358","2017","Glasgow City","Cycling (at least 30 min)","5.9","9.4","8.3","22.5","31.1","11.8"
"2359","2017","Highland","Cycling (at least 30 min)","*","6.6","22.8","22.7","*","22.1"
"2360","2017","Inverclyde","Cycling (at least 30 min)","2.9","*","*","*","*","5.7"
"2361","2017","Midlothian","Cycling (at least 30 min)","*","8.4","5.8","*","*","7.9"
"2362","2017","Moray","Cycling (at least 30 min)","*","*","10.8","13.3","*","10.2"
"2363","2017","Na h-Eileanan Siar","Cycling (at least 30 min)","-","10.9","6.7","*","-","7.4"
"2364","2017","North Ayrshire","Cycling (at least 30 min)","4.8","*","*","*","*","10.4"
"2365","2017","North Lanarkshire","Cycling (at least 30 min)","5.8","5.3","4.8","14.6","*","6.8"
"2366","2017","Orkney Islands","Cycling (at least 30 min)","-","*","3.1","11.8","*","8.7"
"2367","2017","Perth & Kinross","Cycling (at least 30 min)","*","*","9.6","17","*","12.7"
"2368","2017","Renfrewshire","Cycling (at least 30 min)","4.4","*","*","*","*","10"
"2369","2017","Scotland","Cycling (at least 30 min)","6.7","8.2","12.7","15.7","18.5","12.5"
"2370","2017","Scottish Borders","Cycling (at least 30 min)","*","*","13.2","11.4","*","9.8"
"2371","2017","Shetland Islands","Cycling (at least 30 min)","-","*","1.3","5.4","-","4.1"
"2372","2017","South Ayrshire","Cycling (at least 30 min)","*","13.4","11.8","*","13.7","11.6"
"2373","2017","South Lanarkshire","Cycling (at least 30 min)","3.6","7.9","8.6","6.3","8.6","7.1"
"2374","2017","Stirling","Cycling (at least 30 min)","*","*","*","25.8","27.1","20.9"
"2375","2017","West Dunbartonshire","Cycling (at least 30 min)","15.7","4.5","*","*","*","10.8"
"2376","2017","West Lothian","Cycling (at least 30 min)","1.5","9.3","11.1","*","*","10.7"
"2377","2017","Aberdeen City","Dancing","*","2.3","4.2","4","4.9","3.7"
"2378","2017","Aberdeenshire","Dancing","*","*","5.6","7.3","4.3","5.9"
"2379","2017","Angus","Dancing","*","*","7.2","3.1","*","7.4"
"2380","2017","Argyll & Bute","Dancing","*","*","7.1","5.1","*","5.8"
"2381","2017","Clackmannanshire","Dancing","10.4","3.5","9.2","*","*","6.6"
"2382","2017","Dumfries & Galloway","Dancing","*","3.6","4.9","*","*","5.2"
"2383","2017","Dundee City","Dancing","1.7","*","*","*","*","6.4"
"2384","2017","East Ayrshire","Dancing","5.9","2.7","*","*","*","3.3"
"2385","2017","East Dunbartonshire","Dancing","*","*","*","*","9.5","6.1"
"2386","2017","East Lothian","Dancing","*","4.6","10.6","9.2","*","7.7"
"2387","2017","East Renfrewshire","Dancing","*","*","*","*","7.8","7.2"
"2388","2017","Edinburgh, City of","Dancing","6.9","12.4","15.5","6.9","11.7","10.8"
"2389","2017","Falkirk","Dancing","*","3.6","11.9","2.5","*","5.5"
"2390","2017","Fife","Dancing","8.4","3.9","4.9","5.2","14.7","7.6"
"2391","2017","Glasgow City","Dancing","2.8","5.7","7.7","9","13.1","5.9"
"2392","2017","Highland","Dancing","*","10","13.6","11.3","*","10.7"
"2393","2017","Inverclyde","Dancing","8.5","*","*","*","*","7.8"
"2394","2017","Midlothian","Dancing","*","6.6","10.5","*","*","9.6"
"2395","2017","Moray","Dancing","*","*","1.8","2.7","*","2.3"
"2396","2017","Na h-Eileanan Siar","Dancing","-","-","6.6","*","-","4.8"
"2397","2017","North Ayrshire","Dancing","1","*","*","*","*","6.3"
"2398","2017","North Lanarkshire","Dancing","12.5","2.2","14.8","-","*","7.8"
"2399","2017","Orkney Islands","Dancing","-","*","2.8","2.9","*","4.5"
"2400","2017","Perth & Kinross","Dancing","*","*","1.3","9.6","*","6.4"
"2401","2017","Renfrewshire","Dancing","3.8","*","*","*","*","3.7"
"2402","2017","Scotland","Dancing","5.5","5.6","7.3","6.4","8.2","6.6"
"2403","2017","Scottish Borders","Dancing","*","*","5.5","3.5","*","4.4"
"2404","2017","Shetland Islands","Dancing","-","*","6.2","8.7","-","7.8"
"2405","2017","South Ayrshire","Dancing","*","3.6","2.8","*","14","5.8"
"2406","2017","South Lanarkshire","Dancing","5.2","5","3.2","2.6","1.9","3.8"
"2407","2017","Stirling","Dancing","*","*","*","3.5","3.8","6"
"2408","2017","West Dunbartonshire","Dancing","7.7","10.2","*","*","*","9.3"
"2409","2017","West Lothian","Dancing","2.9","11.1","2.2","*","*","5.4"
"2410","2017","Aberdeen City","Football","*","6.3","8.4","9.1","7.5","8.4"
"2411","2017","Aberdeenshire","Football","*","*","7.6","10.1","5.5","8.1"
"2412","2017","Angus","Football","*","*","9.2","5.4","*","6.5"
"2413","2017","Argyll & Bute","Football","*","*","6.2","16.2","*","11.4"
"2414","2017","Clackmannanshire","Football","2.7","5.9","1.2","*","*","4.8"
"2415","2017","Dumfries & Galloway","Football","*","11.2","8.6","*","*","7.9"
"2416","2017","Dundee City","Football","2.7","*","*","*","*","6.5"
"2417","2017","East Ayrshire","Football","8.3","8.4","*","*","*","7"
"2418","2017","East Dunbartonshire","Football","*","*","*","*","5.3","5.9"
"2419","2017","East Lothian","Football","*","13.1","0.8","10.6","*","7.6"
"2420","2017","East Renfrewshire","Football","*","*","*","*","5","5.3"
"2421","2017","Edinburgh, City of","Football","8.8","13","15","8.3","7.7","9.7"
"2422","2017","Falkirk","Football","*","10.7","15.8","14.2","*","12.9"
"2423","2017","Fife","Football","6.7","13.8","6.1","3.6","12.4","8.9"
"2424","2017","Glasgow City","Football","5.2","4.3","13.2","6.9","6.3","6.6"
"2425","2017","Highland","Football","*","7.8","3.6","2.2","*","3.3"
"2426","2017","Inverclyde","Football","11.9","*","*","*","*","9.7"
"2427","2017","Midlothian","Football","*","8.8","1.6","*","*","4.6"
"2428","2017","Moray","Football","*","*","3.1","-","*","1.4"
"2429","2017","Na h-Eileanan Siar","Football","-","-","5.4","*","-","4.3"
"2430","2017","North Ayrshire","Football","12","*","*","*","*","10.6"
"2431","2017","North Lanarkshire","Football","4.7","4.4","10.7","21.6","*","7.9"
"2432","2017","Orkney Islands","Football","-","*","2.9","4.8","*","3.9"
"2433","2017","Perth & Kinross","Football","*","*","7.1","5.6","*","5.7"
"2434","2017","Renfrewshire","Football","3.5","*","*","*","*","5.6"
"2435","2017","Scotland","Football","7.2","8.1","8.1","7.3","6.9","7.5"
"2436","2017","Scottish Borders","Football","*","*","8.1","6.4","*","5.7"
"2437","2017","Shetland Islands","Football","-","*","13.2","3.8","-","6.5"
"2438","2017","South Ayrshire","Football","*","-","3.1","*","6","9.1"
"2439","2017","South Lanarkshire","Football","4.4","7.7","2.8","8.6","8.2","6.5"
"2440","2017","Stirling","Football","*","*","*","7.4","6.1","8.9"
"2441","2017","West Dunbartonshire","Football","8","3.5","*","*","*","6.5"
"2442","2017","West Lothian","Football","21.1","3.7","7.9","*","*","8.9"
"2443","2017","Aberdeen City","Golf","*","2.9","5","8.7","6.4","5.7"
"2444","2017","Aberdeenshire","Golf","*","*","3.8","3.8","14.3","6.6"
"2445","2017","Angus","Golf","*","*","5.9","5.8","*","4.7"
"2446","2017","Argyll & Bute","Golf","*","*","7.3","3.8","*","4.2"
"2447","2017","Clackmannanshire","Golf","4.7","4.6","4.6","*","*","5.1"
"2448","2017","Dumfries & Galloway","Golf","*","-","6.3","*","*","5"
"2449","2017","Dundee City","Golf","3.6","*","*","*","*","5"
"2450","2017","East Ayrshire","Golf","2.8","2.6","*","*","*","3.1"
"2451","2017","East Dunbartonshire","Golf","*","*","*","*","8.5","6.1"
"2452","2017","East Lothian","Golf","*","5","9.1","18","*","10.1"
"2453","2017","East Renfrewshire","Golf","*","*","*","*","10.7","8.4"
"2454","2017","Edinburgh, City of","Golf","3.4","1.8","2.5","7.5","10.6","6.8"
"2455","2017","Falkirk","Golf","*","1.9","1.3","6.6","*","2.7"
"2456","2017","Fife","Golf","2","9.4","2.5","10","6.7","6"
"2457","2017","Glasgow City","Golf","1.8","1.6","3.3","5.4","8","3.2"
"2458","2017","Highland","Golf","*","1.8","7.2","4.2","*","5.3"
"2459","2017","Inverclyde","Golf","2.9","*","*","*","*","5.1"
"2460","2017","Midlothian","Golf","*","3.9","4.6","*","*","6.8"
"2461","2017","Moray","Golf","*","*","6.8","2.5","*","4.9"
"2462","2017","Na h-Eileanan Siar","Golf","-","0.6","3.3","*","-","2.8"
"2463","2017","North Ayrshire","Golf","2.8","*","*","*","*","4.7"
"2464","2017","North Lanarkshire","Golf","2.6","4.5","8.2","5.7","*","5"
"2465","2017","Orkney Islands","Golf","-","*","-","2.3","*","1.4"
"2466","2017","Perth & Kinross","Golf","*","*","1.4","12.6","*","7.1"
"2467","2017","Renfrewshire","Golf","0.8","*","*","*","*","5.5"
"2468","2017","Scotland","Golf","2.9","4","4.9","6.4","8.9","5.5"
"2469","2017","Scottish Borders","Golf","*","*","5.8","3.9","*","5.3"
"2470","2017","Shetland Islands","Golf","-","*","3.5","4.7","-","4.2"
"2471","2017","South Ayrshire","Golf","*","1.4","1.7","*","10.7","10.1"
"2472","2017","South Lanarkshire","Golf","0.8","6.2","8.6","7.1","9.3","6.4"
"2473","2017","Stirling","Golf","*","*","*","3.3","7.7","5.6"
"2474","2017","West Dunbartonshire","Golf","3.7","7.6","*","*","*","6.8"
"2475","2017","West Lothian","Golf","2.6","4.4","-","*","*","4.7"
"2476","2017","Aberdeen City","Snooker / Billiards / Pool","*","5.5","3.5","4.7","1.9","3.2"
"2477","2017","Aberdeenshire","Snooker / Billiards / Pool","*","*","8.4","2.7","1.1","3.3"
"2478","2017","Angus","Snooker / Billiards / Pool","*","*","-","1.2","*","6.4"
"2479","2017","Argyll & Bute","Snooker / Billiards / Pool","*","*","0.7","9.4","*","6"
"2480","2017","Clackmannanshire","Snooker / Billiards / Pool","3.2","4.6","2.2","*","*","4.8"
"2481","2017","Dumfries & Galloway","Snooker / Billiards / Pool","*","11.3","9.2","*","*","7.9"
"2482","2017","Dundee City","Snooker / Billiards / Pool","2","*","*","*","*","4.4"
"2483","2017","East Ayrshire","Snooker / Billiards / Pool","14.7","0.6","*","*","*","6.2"
"2484","2017","East Dunbartonshire","Snooker / Billiards / Pool","*","*","*","*","4.4","5.9"
"2485","2017","East Lothian","Snooker / Billiards / Pool","*","3.3","10.4","4.9","*","6.7"
"2486","2017","East Renfrewshire","Snooker / Billiards / Pool","*","*","*","*","2.9","2.9"
"2487","2017","Edinburgh, City of","Snooker / Billiards / Pool","6.5","12.2","7.8","3.6","6","6.7"
"2488","2017","Falkirk","Snooker / Billiards / Pool","*","2.8","11.8","3.6","*","4.9"
"2489","2017","Fife","Snooker / Billiards / Pool","3.4","9.4","9.6","5.2","6","6.8"
"2490","2017","Glasgow City","Snooker / Billiards / Pool","4.5","6.6","3.2","7.5","3.7","4.9"
"2491","2017","Highland","Snooker / Billiards / Pool","*","1","3.5","10.7","*","6.5"
"2492","2017","Inverclyde","Snooker / Billiards / Pool","4.6","*","*","*","*","4.7"
"2493","2017","Midlothian","Snooker / Billiards / Pool","*","5.9","2.3","*","*","7.3"
"2494","2017","Moray","Snooker / Billiards / Pool","*","*","-","-","*","3.4"
"2495","2017","Na h-Eileanan Siar","Snooker / Billiards / Pool","-","-","2.4","*","-","2"
"2496","2017","North Ayrshire","Snooker / Billiards / Pool","6","*","*","*","*","8"
"2497","2017","North Lanarkshire","Snooker / Billiards / Pool","7.2","9.5","9.1","6.7","*","7.9"
"2498","2017","Orkney Islands","Snooker / Billiards / Pool","-","*","4.6","4.5","*","5.4"
"2499","2017","Perth & Kinross","Snooker / Billiards / Pool","*","*","5.7","4.5","*","4.9"
"2500","2017","Renfrewshire","Snooker / Billiards / Pool","-","*","*","*","*","5.6"
"2501","2017","Scotland","Snooker / Billiards / Pool","6","6.5","6","5","4.6","5.6"
"2502","2017","Scottish Borders","Snooker / Billiards / Pool","*","*","7.7","2.9","*","4.3"
"2503","2017","Shetland Islands","Snooker / Billiards / Pool","-","*","12.4","6.4","-","8.4"
"2504","2017","South Ayrshire","Snooker / Billiards / Pool","*","-","-","*","1.3","9.6"
"2505","2017","South Lanarkshire","Snooker / Billiards / Pool","6.9","4.1","1.4","4.2","1.9","3.7"
"2506","2017","Stirling","Snooker / Billiards / Pool","*","*","*","4.6","4.8","6.5"
"2507","2017","West Dunbartonshire","Snooker / Billiards / Pool","6.4","3.7","*","*","*","7.2"
"2508","2017","West Lothian","Snooker / Billiards / Pool","5.6","0.8","2.2","*","*","2.7"
"2509","2017","Aberdeen City","Bowls","*","2.5","2.1","2.3","1.8","2.3"
"2510","2017","Aberdeenshire","Bowls","*","*","-","1.8","2.4","1.7"
"2511","2017","Angus","Bowls","*","*","-","0.6","*","1"
"2512","2017","Argyll & Bute","Bowls","*","*","4","1.5","*","3.5"
"2513","2017","Clackmannanshire","Bowls","-","4.6","2.2","*","*","1.6"
"2514","2017","Dumfries & Galloway","Bowls","*","2.3","0.6","*","*","1.3"
"2515","2017","Dundee City","Bowls","1.1","*","*","*","*","1.1"
"2516","2017","East Ayrshire","Bowls","1.4","7","*","*","*","3.1"
"2517","2017","East Dunbartonshire","Bowls","*","*","*","*","3.6","3.3"
"2518","2017","East Lothian","Bowls","*","2.7","0.7","1.8","*","1.4"
"2519","2017","East Renfrewshire","Bowls","*","*","*","*","4.1","3"
"2520","2017","Edinburgh, City of","Bowls","1.1","5.1","2.4","2.4","2.7","2.7"
"2521","2017","Falkirk","Bowls","*","3.1","-","-","*","2.4"
"2522","2017","Fife","Bowls","4.3","4.9","0.5","-","2.9","2.7"
"2523","2017","Glasgow City","Bowls","1.4","3.1","3.1","2.8","1.7","2.1"
"2524","2017","Highland","Bowls","*","2.6","1.4","3.3","*","1.9"
"2525","2017","Inverclyde","Bowls","-","*","*","*","*","0.5"
"2526","2017","Midlothian","Bowls","*","2.2","3.9","*","*","2.2"
"2527","2017","Moray","Bowls","*","*","0.9","3.8","*","3.2"
"2528","2017","Na h-Eileanan Siar","Bowls","-","4.7","0.2","*","-","1.1"
"2529","2017","North Ayrshire","Bowls","1.2","*","*","*","*","3.5"
"2530","2017","North Lanarkshire","Bowls","1.8","4.1","4.8","3.2","*","3.1"
"2531","2017","Orkney Islands","Bowls","-","*","1.3","0.7","*","0.9"
"2532","2017","Perth & Kinross","Bowls","*","*","2.6","4.1","*","2.2"
"2533","2017","Renfrewshire","Bowls","3.7","*","*","*","*","1.8"
"2534","2017","Scotland","Bowls","1.9","3.5","2.4","2.3","2.1","2.4"
"2535","2017","Scottish Borders","Bowls","*","*","6.3","2.3","*","4"
